Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,5,0,5,4.425133490523757,13.275400471571272,9.865771592583513,0.7431618815349985,4.381709615249907,3.286452918812116,3.2907722591113107,False,109.305795,3,1030
2,0,0,0,0,4.4107624867456945,13.232287460237083,9.865771592583513,0.745583227558355,4.413160373337633,3.288820632623868,3.288404545299558,False,128.454858,5,1130
3,0,5,0,5,4.4098823649202785,13.229647094760836,9.865771592583513,0.7457320306367451,4.305553426994839,3.286070222694621,3.2911549552288046,False,102.780854,3,1030
4,0,6,0,6,4.477876989734163,13.43363096920249,9.865771592583513,0.7344084123794575,4.44849509235235,3.2833303533033362,3.2938948246200885,False,109.382919,4,1080
5,0,3,0,3,4.394000013394405,13.182000040183215,9.86577159258351,0.7484275195349177,4.373010675861512,3.2878725378420945,3.2893526400813293,False,94.764945,2,980
6,0,5,0,5,4.491167340915261,13.473502022745784,9.865771592583506,0.732235136487028,4.357169285475905,3.2962496386461497,3.2809755392772755,False,88.126253,1,970
7,0,2,0,2,4.399492274431807,13.198476823295419,9.86577159258351,0.7474931936971957,4.319205255516118,3.2889014805337418,3.2883236973896843,False,114.382814,3,1030
8,0,0,0,0,4.377409694347987,13.132229083043962,9.865771592583512,0.7512640489436766,4.374158160485087,3.295977659502732,3.2812475184206944,False,115.890127,4,1080
9,0,1,0,1,4.425182826431337,13.275548479294011,9.865771592583513,0.74315359609972,4.427147999117469,3.289549341571866,3.28767583635156,False,103.328367,3,1030
10,0,8,0,8,4.622596387276588,13.867789161829766,9.865771592583515,0.7114163243654181,4.333968255506228,3.2939783981649864,3.28324677975844,False,212.487719,15,1630
11,0,2,0,2,4.562231115446948,13.686693346340842,9.865771592583517,0.720829446742967,4.601999477616703,3.2915715630333433,3.285653614890083,False,206.515536,15,1630
12,0,14,7,8,4.515466144208218,13.546398432624652,9.865771592583506,0.7282948040877892,4.510655839247042,3.276755409826383,3.3004697680970416,False,218.346943,15,1670
13,0,2,0,2,4.384450066275908,13.153350198827724,9.865771592583512,0.7500576996317475,4.3330587063562715,3.2984496593229813,3.2787755186004457,False,113.219702,4,1080
14,0,3,0,3,4.455526274190493,13.36657882257148,9.86577159258351,0.7380925009714281,4.492330937637867,3.2881465635082887,3.2890786144151365,False,105.180933,3,1070
15,0,5,0,5,4.401238412651579,13.203715237954736,9.865771592583508,0.7471966347944143,4.353395708583061,3.2847513862091193,3.2924737917143054,False,88.359997,2,980
16,0,3,0,3,4.420105693607345,13.260317080822036,9.865771592583506,0.7440072158494648,4.421496389992321,3.2864141344769697,3.290811043446454,False,107.259595,3,1030
17,0,13,0,13,4.832464801843496,14.497394405530489,9.865771592583513,0.6805203277645466,4.935874667634045,3.297342243387932,3.2798829345354927,False,226.9467,15,1630
18,0,3,0,3,4.3348208920142905,13.004462676042872,9.865771592583512,0.7586450773362954,4.295362825264594,3.295873186097208,3.281351991826219,False,107.618534,2,1020
19,0,0,0,0,4.4015731711090815,13.204719513327245,9.865771592583513,0.7471398072958838,4.48396785365644,3.2822168164569785,3.2950083614664467,False,138.963666,6,1220
20,0,3,0,3,4.378055664953272,13.134166994859815,9.86577159258351,0.7511532019080142,4.436400046449245,3.2843694550180835,3.2928557229053435,False,127.357255,5,1130
