Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,11,47,19,40,75.52837316966126,226.58511950898378,162.73404289851993,0.7182026924414503,76.93233809150699,156.24321531958392,154.13753375117398,True,28.601025,0,11560
2,20,64,26,55,72.091573012121,216.27471903636302,154.94781944936398,0.7164398138615178,71.64336783989259,147.9909794932341,147.56381403965372,True,26.821866,0,11560
3,16,64,32,49,77.96238548645863,233.8871564593759,158.3480647544646,0.6770276194365048,78.0366454935875,149.31757246320205,152.76057100441187,True,29.816619,0,11560
4,13,56,28,41,70.08741793446515,210.26225380339545,161.00832872401597,0.7657500374487848,69.98274941362592,153.61764614780796,153.41760291271092,True,30.16281,0,11560
5,16,47,28,35,72.75909562654653,218.27728687963958,158.17991505334123,0.7246741853657148,77.29437709568953,149.27588398355888,152.70234499733613,True,28.677867,0,11560
6,14,59,29,44,73.0897333850383,219.2692001551149,160.17482977236415,0.7304939757113796,74.17919585499446,151.0472133916887,154.379216188159,True,30.688876,0,11680
7,17,67,39,54,76.2368200116275,228.7104600348825,157.5108177911078,0.6886909228685235,74.66446382022572,150.14656351696206,150.31620776083855,True,26.245624,0,11680
8,30,91,59,81,71.37019894078576,214.11059682235725,146.1959309138246,0.6828056765220271,72.08666383510246,142.08685292217635,137.00768443427637,True,25.979128,5,11810
9,17,53,30,46,73.54889284435089,220.64667853305266,157.29187099243558,0.7128676127742997,67.70138805791699,144.32143984358353,156.00464707608245,True,28.948507,0,11560
10,14,56,23,48,74.8949239237786,224.68477177133582,159.87369277988583,0.7115466327312607,73.37029582864903,151.16683570150192,154.0991715716466,True,28.001594,0,11560
11,25,81,46,72,72.69847965506922,218.09543896520768,150.67677532425162,0.6908754077534321,64.63662648555415,140.69980182311184,146.6491119583777,True,29.219256,6,11740
12,17,60,35,51,73.47552940719413,220.4265882215824,157.47461603143748,0.7144084445617656,76.32620522009294,148.56710061304426,151.8324582835703,True,28.229575,0,11680
13,11,49,26,40,76.67766904951588,230.03300714854765,162.61523679161232,0.7069213188462159,73.12793775574058,158.4292309651672,151.86004969051027,True,28.279147,0,11560
14,16,46,26,36,74.50880217237746,223.5264065171324,158.2504180612181,0.7079719149383313,75.66823681252465,148.24965601700094,153.76957146529915,True,28.485695,2,11540
15,15,55,30,46,76.98060975409388,230.94182926228163,159.31196417711396,0.6898358980095489,72.7899012080088,153.01962084658993,150.7662415865349,True,30.208508,4,11760
16,16,54,28,46,73.0650742204237,219.1952226612711,158.40953658721702,0.7226869941048487,68.21335796554767,147.5511002578976,154.56877319687447,True,28.325067,0,11440
17,6,42,20,35,75.43655520245353,226.3096656073606,166.8539884950577,0.7372817596953352,76.7423813773868,158.93085852773544,159.51441323265908,True,31.504108,0,11560
18,21,65,36,57,70.19974728309079,210.59924184927235,153.7051649721372,0.7298467156028287,63.79876648827142,147.25191728161622,146.40866497544647,True,26.369261,0,11560
19,25,58,26,54,77.45659798712411,232.36979396137235,150.53003973083455,0.6478038180636235,75.19475790443383,145.70499821062515,141.55376118742444,True,26.840014,0,11560
20,11,74,40,58,74.78467824737714,224.35403474213143,162.6846921944884,0.7251248785495448,65.34266689723206,153.10934606250004,157.2375299156796,True,30.415604,0,11560
