Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,76,17,1,17,123.02341731020329,369.07025193060986,106.52989387948733,0.2886439460298642,118.6508811378858,102.19977751989815,101.21202754783262,True,5.723128,8,560
2,76,17,0,17,121.82610118387281,365.4783035516184,106.7384307592673,0.2920513467475699,121.11626765661087,100.13446547310744,103.54874331414132,True,8.430217,15,910
3,77,22,1,21,123.16857125177772,369.50571375533315,105.82311253065954,0.2863910044994052,119.88812383631787,102.05698589179008,99.89595496262447,True,9.096772,15,910
4,76,23,0,23,126.4858064258086,379.4574192774258,106.71665706446566,0.2812348675845599,117.00150787543127,106.01369439387345,97.55857935971883,True,7.06919,10,660
5,76,14,0,14,127.4359568131086,382.3078704393258,106.6811275796849,0.279045072907061,115.62698882108701,106.28987315185906,97.26133138022142,True,5.812818,9,610
6,77,21,1,20,119.38245528409742,358.14736585229224,105.79970909274196,0.295408312835047,118.86517105101613,97.95512010725881,103.9832647714373,True,8.612021,15,910
7,76,22,0,22,123.41210234300254,370.23630702900766,106.82670373995094,0.28853654196475437,118.68802869249944,102.83693493157007,100.83013715224995,True,6.370293,9,610
8,77,24,1,23,119.42122212894826,358.26366638684476,105.739250611672,0.29514366242625684,117.5952654389087,98.38672971629835,103.51563681137702,True,10.896876,15,910
9,76,12,0,12,118.95797226883276,356.8739168064983,106.97852016083704,0.2997655898142934,122.9645085753115,99.73239190981928,104.03022979597986,True,5.151418,10,660
10,77,15,0,15,116.95066329822062,350.85198989466187,105.65609275926198,0.30114149499617676,122.7047993078642,97.5623557097227,104.24946591129444,True,7.344846,15,910
11,76,18,0,18,122.64444502041684,367.93333506125055,106.79135908627993,0.2902464900835967,118.60212764680128,101.4884811554575,102.13835932928541,True,6.278914,9,610
12,76,20,0,20,126.70309782421378,380.10929347264135,106.65683825165505,0.2805951869191321,115.46818620725377,105.59258969806963,97.95684416028958,True,7.615682,15,910
13,76,12,0,12,125.34077643111455,376.02232929334366,106.55543559608095,0.28337528730362876,115.66088223121261,105.41723135607964,98.0754001114037,True,3.831607,7,510
14,76,11,0,11,125.32005866331458,375.96017598994376,106.63891762201085,0.2836441847629714,118.30685814823849,103.73878156117463,99.77820473787162,True,5.11117,8,560
15,77,16,1,15,121.46070063141697,364.3821018942509,106.18419263864274,0.2914089141224038,119.03292424928308,100.15197830024313,101.99015936984627,True,10.498193,15,910
16,76,23,0,23,128.5345551103894,385.60366533116814,106.44341867085463,0.2760435863062603,116.7210631517776,106.92340487221108,96.51177121997523,True,5.301985,8,560
17,76,20,0,20,120.54802109953303,361.6440632985991,106.6418469070901,0.29488067890399455,122.33885881760838,99.3230361097782,104.23247033118923,True,6.594151,9,610
18,76,12,0,12,119.43186337036092,358.29559011108273,106.53851804747731,0.297348114204942,125.78914811712862,97.81097890641502,105.67510643637353,True,7.811761,15,910
19,76,15,0,15,120.79410538582756,362.3823161574827,106.70392319701064,0.2944512423466041,122.32911933765179,100.0600577033577,103.50355568796947,True,7.315921,10,660
20,77,18,1,17,121.06681706476867,363.200451194306,106.04046557525092,0.2919612715968821,121.04736488839235,98.78560936044245,103.28557974416466,True,7.891954,15,910
