Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,5,0,5,4.520794938806183,13.56238481641855,9.865771592583513,0.7274363414788277,4.308548782102381,3.2902872111918606,3.2869379667315655,False,37.858812,5,350
2,0,1,0,1,4.446375926600717,13.339127779802151,9.865771592583508,0.7396114465236676,4.633366279827264,3.287815744285085,3.28940943363834,False,38.44653,6,400
3,0,12,0,12,4.911156698287253,14.733470094861758,9.86577159258351,0.6696162905997386,4.766857782102017,3.2873828682492707,3.289842309674154,False,40.445019,7,450
4,0,2,0,2,4.276493112870929,12.829479338612787,9.865771592583515,0.768992359876256,4.34625473246968,3.2967985315515795,3.2804266463718443,False,40.263318,6,400
5,0,4,0,4,4.4082680909896075,13.224804272968822,9.865771592583508,0.746005111981045,4.528970227343436,3.285682098956239,3.2915430789671847,False,30.367093,5,350
6,0,5,0,5,4.292831434620482,12.878494303861448,9.865771592583512,0.7660656098302882,4.430014241204285,3.283058853342544,3.294166324580882,False,40.28814,6,400
7,1,17,2,15,5.258274838437506,15.774824515312519,9.746779938619712,0.6178693099982555,4.73971554999321,3.2471835345684577,3.2509427833635947,True,36.620321,7,450
8,0,1,0,1,4.443276057756049,13.329828173268147,9.865771592583515,0.7401274393295251,4.444328598041309,3.287540254655403,3.2896849232680223,False,41.524454,6,400
9,0,5,0,5,4.392849095571432,13.178547286714295,9.86577159258351,0.7486236060729927,4.391608388000595,3.2840850538187376,3.293140124104687,False,33.022938,5,350
10,0,4,0,4,4.534918578567442,13.604755735702327,9.865771592583512,0.7251707994060655,4.537283816586798,3.2880978147557274,3.289127363167696,False,22.124755,4,300
11,2,9,2,9,4.836262363988691,14.508787091966074,9.688164655892596,0.6677446291328658,4.6966751958426665,3.231322754908607,3.228228335444933,False,102.659591,12,700
12,0,5,0,5,4.433550243317665,13.300650729952995,9.86577159258351,0.7417510460872297,4.444783152722296,3.287583861985268,3.289641315938156,False,34.266373,5,350
13,0,2,0,2,4.288457227398538,12.865371682195615,9.865771592583513,0.7668469933314677,4.267216033613574,3.293941861078013,3.2832833168454107,False,42.537936,6,400
14,0,4,0,4,4.465328822244159,13.395986466732477,9.86577159258351,0.7364721976305452,4.5347957045771325,3.28811550057381,3.2891096773496153,False,30.903823,5,350
15,0,2,0,2,4.3569406841287615,13.070822052386283,9.865771592583512,0.7547935051860307,4.4663925421248285,3.289958031593859,3.287267146329565,False,34.760116,5,350
16,0,6,0,6,4.456538267415336,13.369614802246009,9.865771592583517,0.7379248945097604,4.396847899143889,3.2927056238599866,3.2845195540634387,False,42.862233,6,400
17,0,5,0,5,4.386003187708811,13.158009563126432,9.86577159258351,0.7497920977524609,4.475104260343199,3.2863815403070324,3.2908436376163928,False,33.30385,5,350
18,0,4,0,4,4.377963050789621,13.133889152368862,9.865771592583512,0.7511690922718116,4.500561014804318,3.2881619620282128,3.289063215895212,False,32.258274,5,350
19,0,4,0,4,4.397898468803808,13.193695406411424,9.865771592583512,0.7477640864582397,4.470710350266488,3.2822549393191105,3.2949702386043147,False,33.507663,5,350
20,0,11,0,11,5.120462590299694,15.361387770899082,9.865771592583513,0.6422448114533914,4.965573012748696,3.2849870689661334,3.2922381089572923,False,25.822612,5,350
