Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,27,80,54,72,68.85217072066328,206.55651216198984,148.62642137047965,0.7195436242354871,64.50417222151802,139.32479305113696,144.54823293644384,True,49.137695,0,11680
2,16,75,46,66,68.1819480651831,204.54584419554928,158.14711587165127,0.7731622047547442,75.26600242928384,149.68340313734603,152.29039714719352,True,55.75423,2,11660
3,20,67,39,55,68.44113991907791,205.32341975723375,155.0370682286931,0.7550871128680925,74.61851352122295,148.1652936612421,147.46839188776477,True,49.291703,0,11800
4,19,68,36,56,71.85371128740944,215.5611338622283,155.76184994072423,0.7225878206795683,72.11216070810718,150.49927400267578,146.6701813446146,True,50.358133,2,11540
5,18,71,45,60,67.51772115454253,202.55316346362758,156.72106586963665,0.7737280583019825,62.26198631010502,150.02801600510284,148.81909854650402,True,56.643302,0,11560
6,18,55,28,47,74.72792890495414,224.18378671486244,156.3791648680298,0.6975489492776175,67.40367747512992,147.91733007059966,150.726575453002,True,53.885351,0,11680
7,17,64,36,54,74.43437531875828,223.30312595627487,157.4769470280955,0.7052160436792594,72.03750944642606,147.22427481994896,153.22693303028217,True,54.927623,0,11680
8,13,45,19,39,77.6408771861415,232.92263155842448,160.65804334081162,0.6897485326603543,76.14567618671651,153.24354962442445,153.59234577063742,True,50.374085,0,11440
9,28,68,42,57,74.44420662604212,223.33261987812637,148.02652279705873,0.6628074433454346,71.1683784723342,150.753331473643,131.67021025481066,True,50.054015,0,11560
10,11,60,23,53,63.33554772698051,190.00664318094152,162.7736457505537,0.8566734458623423,68.08642420534372,154.31792040010228,156.06055615657894,True,58.423943,0,11680
11,19,58,29,52,74.366178287736,223.09853486320802,155.70091852087344,0.6979020217068698,70.95026946544937,145.29851825199074,151.83952378094884,True,51.466406,0,11560
12,22,89,55,74,73.56418049986313,220.69254149958937,153.21024168786693,0.6942248281107044,71.93117627704446,149.16649028670452,143.05476534629926,True,50.660122,0,11560
13,26,69,45,62,71.22149467946454,213.66448403839362,149.58725855806165,0.700103525540455,69.4859157136419,143.68849650067912,141.83666853388723,True,51.138561,0,11800
14,20,88,53,76,64.09554943800751,192.28664831402253,154.80233226275348,0.8050602245141141,73.65354613056718,146.82816722912597,148.64791824093368,True,52.295691,0,11560
15,13,59,35,49,71.24432958729919,213.73298876189756,160.7052018401358,0.7518970411215478,64.56202457406941,156.6232438936937,150.2548099036466,True,52.474072,0,11560
16,20,65,39,51,70.03925193024361,210.11775579073083,154.8089947471139,0.7367725500613936,74.35565111245837,151.16126742487165,144.27292680362496,True,56.587505,0,11680
17,23,57,31,48,70.36910243055848,211.10730729167545,152.10526706944614,0.7205116157314754,64.72057345957383,139.39895891640842,151.05484723813464,True,47.845911,0,11680
18,24,81,47,62,74.75892259144992,224.27676777434976,151.55281894228318,0.6757401600096364,69.1533616759221,142.02734258515065,146.96850710357143,True,49.832831,1,11610
19,13,66,37,49,69.87912019166346,209.6373605749904,160.9714521047979,0.7678567010350047,66.82924933919341,154.03569488539847,152.9931550789045,True,56.852455,0,11560
20,24,75,40,60,75.2444313833853,225.73329415015593,151.63296223230253,0.6717350349365723,76.07359405008641,143.66177854012773,145.3970982748541,True,50.711775,0,11680
