Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,2,60,15,57,33.26450075697428,83.82654190757518,49.670053841168034,0.5925337334794611,32.02532546041043,19.74588953348087,19.941742388531715,False,192.111187,13,2850
2,0,35,8,30,30.79080759961724,77.59283515103544,49.948698386519155,0.6437282294079522,30.738660829996554,19.974733038385214,19.93121679650511,False,137.457565,6,2500
3,1,67,21,56,33.020835443720266,83.21250531817508,49.89059469814416,0.5995564549748892,32.64029927496252,19.87226842319204,19.98726830723229,False,133.706316,6,2500
4,0,33,4,31,30.89476985478926,77.85482003406894,49.94869838651917,0.6415620556911162,31.031918724472803,19.905767539816527,20.000182295073756,False,135.642821,4,2400
5,0,32,5,28,30.57258476666113,77.04291361198605,49.94869838651915,0.6483230714518086,30.15085728355315,19.924487976280016,19.981461858610302,False,139.235929,5,2450
6,0,54,10,50,32.240835148611424,81.24690457450079,49.948698386519204,0.6147766323911806,30.75426320160508,19.657054403856037,20.248895431034274,False,146.023618,6,2500
7,0,34,8,30,31.0437747890871,78.23031246849949,49.94869838651913,0.6384826649725024,31.191985091848363,19.94781461589218,19.958135218998137,False,156.957072,9,2650
8,0,48,3,45,31.270760300973258,78.80231595845261,49.94869838651918,0.6338481017849008,31.53021223183206,19.958844747698947,19.947105087191368,False,120.239455,3,2350
9,0,30,5,26,30.34221057836759,76.46237065748633,49.948698386519176,0.6532454847661562,30.009051232110085,19.74640601131311,20.159543823577213,False,141.804405,7,2550
10,0,53,17,44,32.20254603131495,81.15041599891369,49.94869838651919,0.6155076073447094,31.507539961213602,19.786253187133095,20.119696647757245,False,125.947181,4,2400
11,1,36,7,31,29.58750179431829,74.56050452168209,49.827459995827255,0.6682822268368301,29.579686878372687,19.5781426229461,20.23002514060123,False,195.061821,15,2950
12,0,38,4,36,29.38857935307565,74.05921996975063,49.948698386519126,0.674442674482942,29.568588781313554,19.87229387009254,20.033655964797784,False,141.628904,4,2400
13,3,56,22,45,31.690322889701203,79.85961368204703,49.58245721854614,0.6208702363118569,30.85241222306817,19.79210911583937,19.799172515682063,False,151.867036,10,2700
14,0,35,6,33,30.49592048493955,76.84971962204767,49.94869838651914,0.6499529033049223,30.453085411600316,19.99467115616122,19.911278678729104,False,133.51489,3,2350
15,0,40,6,35,31.23771128976464,78.7190324502069,49.94869838651918,0.6345187031879976,31.107255210301542,19.777353055145507,20.12859677974483,False,143.689746,8,2600
16,1,54,12,49,32.439812068385805,81.74832641233223,49.879508882433164,0.6101593888398985,31.822414927816297,19.720668827657846,20.131187494126642,False,176.052746,11,2750
17,1,60,13,52,32.975460206183065,83.09815971958133,49.897172747992784,0.600460622911183,31.13694448410827,20.1028126292794,19.762249377224443,False,183.285149,14,2900
18,2,44,13,36,31.977494191876357,80.58328536352842,49.686919632717974,0.6165908898919877,31.149965555596385,19.858986869010106,19.83693650141346,False,140.181789,7,2550
19,0,38,11,31,32.537821847904354,81.99531105671898,49.948698386519155,0.609165301561792,31.262791938209958,20.028973735106863,19.876976099783427,False,136.563989,3,2350
20,2,75,23,62,33.42943641819889,84.2421797738612,49.748357131845566,0.5905397660102044,32.4281821266174,19.76161948789738,19.98421436501375,False,168.637591,15,2950
