Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,25,3,22,27.03021643674016,68.11614542058521,49.94869838651917,0.7332872122770514,27.584346274565046,19.78719440829211,20.118755426598234,False,517.751795,11,1230,3168
2,0,19,3,16,26.88413421506904,67.74801822197398,49.94869838651915,0.7372717268697663,27.116767401640665,19.810245058989675,20.09570477590068,False,259.65015,4,880,3168
3,0,22,3,19,26.76043826245721,67.43630442139217,49.94869838651915,0.7406796504506319,26.853130773078785,19.911260614571358,19.99468922031896,False,363.45147,8,1080,3168
4,0,23,3,20,27.0990338150062,68.28956521381564,49.94869838651915,0.7314250461271651,27.385479540429447,19.7777837674983,20.128166067392026,False,521.391934,15,1430,3168
5,0,21,3,18,26.925935454013832,67.85335734411485,49.94869838651918,0.7361271474483848,26.846684860201034,19.94099547487829,19.96495436001204,False,211.764016,7,1030,3168
6,0,15,2,14,26.452179562541392,66.6594924976043,49.94869838651918,0.7493111110666543,26.735874876892,19.798411150702503,20.107538684187872,False,212.132533,7,1030,3168
7,0,18,4,15,27.722544215077864,69.86081142199622,49.948698386519176,0.7149744952832374,26.908920017041286,20.15120053888743,19.754749296002895,False,411.331284,11,1230,3168
8,0,26,4,22,27.4435539196364,69.15775587748372,49.94869838651915,0.7222429032400308,27.470084872503392,19.920213054076626,19.985736780813674,False,428.018887,10,1180,3168
9,0,24,3,22,27.241856427812678,68.64947819808795,49.94869838651916,0.7275903575318122,27.445244359729024,19.92626643188122,19.9796834030091,False,266.166807,4,880,3168
10,0,20,3,17,26.889395333763463,67.76127624108393,49.94869838651919,0.737127473939682,26.640495980288343,20.02618996985653,19.879759865033805,False,272.606969,5,930,3168
11,0,17,3,14,26.65755230048053,67.17703179721093,49.948698386519176,0.7435383352051134,26.672897572753147,20.075422182490207,19.830527652400136,False,254.188077,4,880,3168
12,0,21,3,18,26.615858862125698,67.07196433255676,49.94869838651917,0.7447030794992543,27.278556797807838,19.632969383777294,20.272980451113042,False,391.853301,8,1080,3168
13,0,21,4,17,27.002994721324004,68.0475466977365,49.948698386519126,0.7340264390190073,27.22692172199163,19.752676630249663,20.153273204640627,False,436.66917,10,1180,3168
14,0,18,3,15,27.669707707256546,69.7276634222865,49.948698386519155,0.7163397701141733,26.93898891890409,20.08810133628081,19.8178484986095,False,567.251189,15,1430,3168
