Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,76,15,1,14,119.35241938497309,358.0572581549193,106.52989387948733,0.2975219506188461,122.83826839044104,97.9672867480419,105.44451831968885,True,5.937904,8,560
2,76,22,0,22,123.1870003743955,369.5610011231865,106.93619406744712,0.28936006164731076,119.58555400145427,102.2233376091348,101.5018737115175,True,9.318592,15,910
3,77,20,1,20,126.06636476023577,378.1990942807073,105.90324203515871,0.2800198192874441,114.77683071677275,106.27936921094015,95.72888024302831,True,10.304384,15,910
4,76,19,0,19,124.0362185005198,372.1086555015594,107.05132802438094,0.2876883577999231,120.87571074265944,102.51709990471137,101.28033585783861,True,8.314854,13,810
5,76,25,1,24,120.27431941011784,360.8229582303535,106.39592840555983,0.29487017380317426,124.58270308158176,98.8237580515076,104.53270410148131,True,5.699636,8,560
6,76,16,0,16,120.41172559175412,361.23517677526235,107.0251620737888,0.29627558154551786,123.70341765025721,99.82093125812908,103.97443766999923,True,10.322701,15,910
7,76,13,0,13,122.48407257031593,367.4522177109478,106.86611128903237,0.29082995322427857,119.68271128118657,101.50194091932643,102.17611132628672,True,5.971615,8,560
8,77,15,2,14,119.52108020824292,358.5632406247288,105.89169687776837,0.29532223295748905,120.1206271457116,98.90444453163411,103.0492086735525,True,11.009003,15,910
9,76,13,0,13,122.2674630779375,366.8023892338125,106.51180126715718,0.29037924613752414,121.48743987752418,100.96808883635335,102.45766940823988,True,5.116786,8,560
10,77,19,1,18,122.07486941560919,366.22460824682753,106.05120894455797,0.2895796911415678,119.0447106321818,101.59877908185388,100.48673041792208,True,11.218005,15,910
11,76,17,1,16,119.42620032419485,358.27860097258457,106.49414193846867,0.2972383548707046,121.85240425445059,98.5783461713355,104.85711253287062,True,6.002417,8,560
12,77,24,2,23,116.05280439599036,348.15841318797106,105.94085262063037,0.3042892218245285,122.26892773400684,95.64286822773141,106.38367146407698,True,10.91087,15,910
13,76,17,0,17,120.86468625948004,362.5940587784401,106.85136019001439,0.2946859100504594,121.38903519851524,99.89979163210697,103.71800899409905,True,7.448145,10,660
14,76,19,2,17,122.77288918015832,368.31866754047496,106.74277565886558,0.2898109302242616,117.40884380873729,102.92353554814605,100.71368517984081,True,5.396689,8,560
15,76,15,1,14,123.12623750120471,369.3787125036141,106.9467131842745,0.28953133887819293,119.31521113266754,101.94203749780067,101.77995291485625,True,5.802861,8,560
16,76,20,1,19,122.80904457829321,368.42713373487965,106.87346234036175,0.29008032404385276,117.77480878686106,102.47149774464658,101.21963455242978,True,5.774049,8,560
17,76,25,0,25,123.1804836880882,369.5414510642646,106.68255164741112,0.28868899913709173,119.82240601415188,102.94209741876898,100.56986085986478,True,5.781022,8,560
18,76,11,0,11,124.57949294407858,373.7384788322357,106.7906000595107,0.2857361660837899,119.5405684690509,103.70252316886784,99.92631139701584,True,6.55787,10,660
19,77,17,0,17,125.2959187834915,375.8877563504745,105.39511090586696,0.2803898481002863,116.0825086771589,104.58914030104891,97.00006666956081,True,10.385441,15,910
20,76,23,0,23,126.12849784393602,378.38549353180804,106.99433554074442,0.2827654267135645,115.23247406258871,105.52680553728267,98.1888046587882,True,6.801287,9,610
