Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,30,3,27,31.532097569649963,79.4608858755179,49.94713085710234,0.6285750568568877,31.76312584608118,19.910297716423024,19.995652118467312,False,181.017828,9,1170,1400
2,0,35,3,32,31.320966572000263,78.92883576144067,49.94713085710234,0.6328122083045238,30.79659353869059,20.168621455549737,19.737328379340596,False,197.244777,11,1230,1400
3,0,15,3,12,29.27682913324557,73.77760941577884,49.947130857102294,0.6769957884596365,29.25899827482784,20.00102031491412,19.90492951997619,False,118.01299,4,880,1400
4,0,22,3,19,29.6157107847567,74.63159117758688,49.94713085710235,0.6692491754363441,29.675339920519725,20.113829723476645,19.792120111413674,False,74.14686,1,730,1400
5,0,24,3,21,31.223681311311186,78.68367690450418,49.94713085710236,0.6347838944756174,31.127233969783827,20.28775269100909,19.618197143881208,False,179.993847,11,1230,1400
6,0,34,5,29,31.72187058930033,79.93911388503683,49.94713085710235,0.6248146674346806,30.81009571607571,19.870259374690093,20.035690460200247,False,231.416249,15,1430,1400
7,0,25,3,22,29.546459291575307,74.45707741476977,49.947130857102344,0.6708177730219977,29.732142638660694,20.16228093617665,19.743668898713665,False,151.234905,8,1080,1400
8,0,23,5,19,29.886091026070726,75.31294938569823,49.947130857102316,0.6631944607733975,29.86607363102499,19.845077938775237,20.060871896115085,False,242.410023,15,1430,1400
9,0,37,5,34,32.386672610129985,81.61441497752756,49.94713085710233,0.6119890814736002,32.606630884486634,19.777638154678804,20.128311680211553,False,220.020711,15,1470,1400
10,0,29,6,24,29.883740659876416,75.30702646288857,49.94713085710235,0.663246621239472,30.366975059272498,19.862988472652596,20.042961362237705,False,251.304952,15,1430,1400
11,0,22,3,19,30.380377284272495,76.55855075636669,49.94713085710236,0.6524043410389232,30.12568348626209,20.12199550818149,19.783954326708823,False,183.85322,10,1180,1400
12,0,34,3,31,30.136689436313077,75.94445737950896,49.94713085710231,0.6576797383317515,30.445814339902018,19.583597998589088,20.322351836301248,False,203.220484,12,1280,1400
13,0,38,5,35,31.100032614249336,78.37208218790833,49.94713085710236,0.6373076925192179,30.61230689033501,19.631808879451064,20.274140955439282,False,248.64174,15,1470,1400
