Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,43,5,38,30.34416789843362,76.46730310405273,49.946421052376785,0.6531735660196135,30.74660881046178,20.219974400304228,19.685975434586112,False,56.468749,0,2080
2,0,32,3,30,27.361012356011255,68.94975113714837,49.94642105237679,0.7243887066833361,27.35685643838129,19.89628589902874,20.009663935861575,False,54.004135,3,2110
3,1,66,11,60,32.99287122965424,83.14203549872869,49.820465668091586,0.5992211445058184,29.94093968872993,20.188788909589473,19.616458743586364,False,70.525455,10,2580
4,0,29,4,26,28.075634778815072,70.75059964261398,49.946421052376785,0.7059504980123649,28.059029620705346,19.90073156679284,20.00521826809748,False,57.564689,4,2160
5,0,32,3,29,28.981584891607696,73.0335939268514,49.94642105237681,0.6838828320895982,28.433393652051844,19.968291516808286,19.93765831808202,False,50.785194,4,2160
6,0,26,3,23,28.548283545529912,71.94167453473538,49.94642105237674,0.6942626978784218,28.588580655219932,19.9405776430554,19.96537219183494,False,60.604217,5,2210
7,0,24,3,21,27.082208398778867,68.24716516492275,49.94642105237685,0.7318460910673547,27.33793204391511,19.898111164360497,20.007838670529853,False,58.655045,4,2160
8,0,42,3,39,28.78836451180944,72.54667856975979,49.94642105237679,0.6884728844525814,29.370954558359415,19.547702946327316,20.35824688856297,False,56.024611,6,2260
9,0,27,3,24,27.527434479668297,69.36913488876411,49.946421052376834,0.7200092826942084,27.50859701319156,19.924482007253992,19.981467827636376,False,56.707603,5,2210
10,0,32,3,30,29.45608941642807,74.22934532939874,49.94642105237678,0.6728662475835598,29.17437025645322,20.050981062884173,19.854968772006167,False,51.58887,2,2060
11,0,49,10,44,33.034277542392616,83.24637940682939,49.946421052376834,0.5999831032685046,31.722879388649392,19.94963721087018,19.956312624020153,False,50.741514,4,2280
12,0,27,3,24,27.619743643687094,69.60175398209148,49.94642105237678,0.717602907898384,28.033455612860433,19.90822080951974,19.997729025370603,False,64.364725,6,2260
13,0,24,3,21,27.178072602838995,68.48874295915427,49.94642105237675,0.7292646775859808,27.722975594386902,19.770379819011918,20.1355700158784,False,56.918041,2,2060
14,0,27,3,24,28.244697509567317,71.17663772410964,49.946421052376785,0.70172492898549,28.456621085408774,19.94549580635457,19.960454028535747,False,58.727278,4,2160
15,0,29,5,25,29.388797461064676,74.05976960188299,49.946421052376785,0.6744069191798685,28.527567481775968,19.91300231353853,19.992947521351823,False,53.758676,4,2160
16,0,21,4,17,28.74462931513891,72.43646587415004,49.946421052376785,0.6895204017704687,28.475040694257142,19.871005817104578,20.034944017785737,False,58.447624,5,2210
17,0,26,5,24,28.576116986395828,72.01181480571749,49.9464210523768,0.6935864786511563,28.446233938454018,19.73360087965709,20.17234895523325,False,52.136721,4,2160
18,0,25,3,22,27.473086196856368,69.23217721607804,49.9464210523768,0.721433631886093,27.57804090239361,19.77278439402901,20.133165440861323,False,54.921284,3,2110
19,0,25,3,22,27.33315687841521,68.87955533360633,49.946421052376785,0.7251269380365457,27.51491775179714,19.687770069389472,20.21817976550085,False,62.89032,7,2310
20,0,40,5,36,29.242146492336396,73.69020916068771,49.94642105237681,0.6777891068739462,29.632044670511736,19.595794132509194,20.31015570238111,False,57.13252,6,2260
