Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,3,0,3,4.994847449144239,14.984542347432718,9.865771592583512,0.6583965905554534,4.851312900776336,3.2911980810895582,3.2860270968338674,False,132.261586,3,1510,5389
2,0,2,0,2,4.830243759438467,14.490731278315401,9.865771592583513,0.6808332445821496,4.921522227267059,3.2888291551214586,3.288396022801963,False,96.414752,3,1510,5389
3,0,0,0,0,4.77911799304476,14.337353979134278,9.865771592583512,0.6881166222820168,4.693170310561101,3.284765512946194,3.2924596649772297,False,125.763788,2,1460,5389
4,0,4,0,4,4.614319254488552,13.842957763465655,9.865771592583512,0.7126924578662852,4.657508344235942,3.290618635660706,3.2866065422627186,False,187.164502,5,1610,5389
5,0,9,0,9,5.124991558928562,15.374974676785685,9.865771592583508,0.6416772580106819,5.094117024593746,3.2885440567399216,3.2886811211835023,False,133.11763,0,1480,5389
6,0,7,0,7,5.001209787771323,15.00362936331397,9.865771592583512,0.6575590048036472,4.682434912450914,3.292696211745261,3.2845289661781636,False,251.106955,12,1960,5389
7,0,8,1,8,4.990542990691111,14.971628972073333,9.86577159258351,0.6589644728029389,5.161974649443218,3.2959992880815725,3.281225889841852,False,142.739263,0,1480,5389
8,0,2,0,2,4.6525025323061655,13.957507596918497,9.865771592583513,0.7068433618307077,4.556042325396593,3.2933134478460007,3.2839117300774245,False,139.869533,0,1360,5389
9,0,5,2,4,5.094115458088384,15.28234637426515,9.865771592583515,0.6455665478958829,5.005588589693113,3.290954922964216,3.2862702549592098,False,136.156434,0,1480,5389
10,0,4,0,4,4.549306551058786,13.647919653176357,9.86577159258351,0.722877320741509,4.795586997388901,3.290168446797704,3.2870567311257206,False,156.144519,2,1460,5389
11,0,8,0,8,5.1078066593926765,15.32341997817803,9.865771592583512,0.6438361414510132,4.919351096554657,3.283390467512438,3.2938347104109886,False,164.593862,4,1680,5389
12,0,1,0,1,4.805525601940229,14.416576805820686,9.865771592583512,0.6843352430654835,4.748790665144356,3.2905330274501607,3.2866921504732662,False,146.969044,2,1460,5389
13,0,1,0,1,4.762061356651367,14.286184069954102,9.865771592583519,0.690581301786014,4.765360209077673,3.283863490592881,3.2933616873305454,False,155.918313,3,1510,5389
14,0,3,1,3,5.088831137925559,15.266493413776676,9.86577159258351,0.6462369140827398,5.02570657825404,3.2894558115017505,3.2877693664216756,False,136.890166,2,1580,5389
15,0,4,0,4,4.618246344766094,13.854739034298282,9.865771592583512,0.7120864253134015,4.5898884779792954,3.2970468589374837,3.280178318985941,False,163.236595,2,1460,5389
16,0,5,0,5,4.854620275086317,14.563860825258951,9.865771592583512,0.6774145750879966,4.760673527773568,3.2982001501493956,3.2790250277740296,False,157.655842,4,1560,5389
17,0,1,0,1,4.711648928260971,14.134946784782912,9.865771592583515,0.6979701970441509,4.674531373911379,3.280774132515804,3.2964510454076215,False,151.79612,2,1460,5389
18,0,3,0,3,4.741942783072865,14.225828349218595,9.86577159258351,0.6935112213079263,4.748915293295068,3.286417145893418,3.290808032030007,False,159.186523,3,1510,5389
19,0,7,2,6,5.013727842526568,15.041183527579705,9.865771592583513,0.6559172404547494,4.913903005281222,3.2890673649609083,3.2881578129625177,False,136.243827,3,1510,5389
20,0,1,0,1,4.983042904081386,14.949128712244157,9.865771592583512,0.6599562946101938,4.871075667090904,3.28991602279689,3.287309155126535,False,138.230621,2,1460,5389
1,0,6,0,6,4.689689887350817,14.069069662052453,9.865771592583512,0.7012383781987936,4.593583665938925,3.3013698264474316,3.2758553514759945,False,71.147931,5,350,5390
2,0,15,4,12,4.470158899041889,13.410476697125667,9.865771592583506,0.7356764278706129,4.54201576708459,3.2889300806141595,3.288295097309266,False,104.299191,8,500,5390
3,0,2,0,2,4.644237520290705,13.932712560872115,9.865771592583513,0.7081012795950459,4.48744168740175,3.2938330256556103,3.283392152267813,False,75.90065,6,400,5390
4,0,4,0,4,4.462966707419897,13.38890012225969,9.865771592583515,0.7368619903423729,4.575218439349647,3.2869463247786106,3.2902788531448137,False,70.967534,6,400,5390
5,0,3,0,3,4.59997546787334,13.79992640362002,9.865771592583515,0.7149147976612041,4.485011402940927,3.2894313116477614,3.287793866275664,False,60.114152,5,350,5390
6,0,3,0,3,4.565037841884997,13.695113525654989,9.865771592583508,0.7203862585076062,4.501261909180967,3.293799202409615,3.2834259755138095,False,57.857532,5,350,5390
7,0,3,0,3,4.336202715612752,13.008608146838256,9.865771592583512,0.7584033188809203,4.583507117426158,3.2840591679686457,3.29316600995478,False,58.277828,5,350,5390
8,0,6,0,6,4.493112620306026,13.47933786091808,9.86577159258351,0.731918117520318,4.387414543888464,3.3057275925103364,3.27149758541309,False,75.303282,6,400,5390
9,0,13,1,12,4.756595947767026,14.269787843301078,9.86577159258351,0.6913747913368576,4.165422246871994,3.287456478849842,3.289768699073581,False,103.562485,8,500,5390
10,0,5,0,5,4.638596777353155,13.915790332059466,9.86577159258351,0.7089623626948844,4.5108343277179825,3.2919236411892077,3.285301536734219,False,55.066049,5,350,5390
11,5,31,23,19,4.2633447248460135,12.79003417453804,9.539565971551221,0.7458593027485619,4.550990464614659,3.1773354361905004,3.1816190764508208,False,99.733729,9,550,5390
