Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,21,3,18,24.901783754980876,62.75249506255181,49.946421052376785,0.7959272536110332,25.400831684979902,19.77130391849098,20.13464591639935,False,314.926847,5,1010
2,0,18,3,15,25.050852989455336,63.12814953342745,49.94642105237686,0.7911909571486706,25.830128084872992,19.62742557230114,20.278524262589183,False,215.754207,3,910
3,0,18,3,15,25.440324954315056,64.10961888487394,49.94642105237684,0.7790784272492568,25.393963113671447,19.879860395998705,20.02608943889161,False,280.320173,6,1060
4,0,24,3,21,25.12963867148675,63.32668945214661,49.946421052376756,0.7887104392235634,24.914404708348172,20.11581756622821,19.790132268662116,False,284.17209,6,1060
5,0,22,3,19,25.314363065207083,63.79219492432185,49.94642105237684,0.7829550482097289,24.910806882562607,20.209897741867852,19.696052093022477,False,206.235042,3,910
6,0,22,3,20,25.581266983868286,64.46479279934807,49.946421052376785,0.7747860325532899,25.10755213941337,20.2450199623368,19.66092987255352,False,235.979247,4,960
7,0,15,3,12,24.818793330904516,62.54335919387938,49.94642105237682,0.7985887182290119,24.874949747313035,19.886458525969424,20.019491308920905,False,250.694733,5,1010
8,0,21,3,18,25.603669925988626,64.52124821349133,49.946421052376834,0.7741081029169099,25.350563917451616,20.106842507255802,19.799107327634523,False,246.408456,5,1010
9,0,20,3,17,25.132933003435937,63.33499116865856,49.94642105237681,0.7886070579748164,24.98481322414294,20.00094287465522,19.905006960235088,False,283.286869,6,1060
10,0,17,3,14,24.764015473038185,62.40531899205623,49.946421052376806,0.8003551918184193,25.3563271920499,19.751879765273113,20.15407006961722,False,350.434753,9,1210
11,0,24,3,22,25.148743955352433,63.37483476748813,49.946421052376806,0.7881112627058048,25.460504853577934,19.859734568061672,20.046215266828654,False,258.080955,5,1010
12,0,17,3,14,25.101200342487438,63.25502486306834,49.94642105237681,0.7896040063299097,25.2339543372793,19.95238720399949,19.95356263089081,False,337.022578,9,1210
13,0,17,3,14,25.067005801630216,63.16885462010815,49.94642105237678,0.7906811252594351,25.136816198140735,19.95887851981996,19.947071315070342,False,227.005712,4,960
14,0,17,3,14,24.918292057078915,62.794095983838865,49.94642105237684,0.7953999539261049,25.245070565750684,19.6835105409901,20.22243929390022,False,235.298852,4,960
15,0,24,3,22,25.010463204297114,63.02636727482873,49.94642105237683,0.7924686637036158,25.602825125512556,19.65678265609151,20.249167178798807,False,295.393046,7,1110
16,0,31,3,28,24.975796775144584,62.93900787336435,49.9464210523768,0.793568610945868,25.12550957630986,19.91189176053545,19.994058074354868,False,218.138769,4,960
17,0,24,3,22,25.227037872979487,63.57213543990831,49.946421052376756,0.7856653029940879,25.499705988879683,19.76846658908589,20.137483245804443,False,207.703785,4,960
18,0,15,3,12,24.688003718988956,62.213769371852166,49.94642105237677,0.8028194008603889,25.155498107214918,19.634004538556656,20.27194529633365,False,133.997366,3,910
19,0,13,3,10,25.292785870237466,63.737820392998415,49.946421052376806,0.7836229846645871,25.302212193822072,19.81811160699425,20.087838227896057,False,154.221856,5,1010
20,0,27,3,24,25.29494756806364,63.74326787152037,49.9464210523768,0.7835560165043277,25.126423236377182,19.98557310383641,19.920376731053885,False,130.136154,3,910
