Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,115,115,111,61,55.22274917302834,165.668247519085,73.07215346583165,0.4410751882759774,61.99074762022302,68.68782729146899,70.8389592806092,True,9.037332,20,1100
2,117,114,104,59,56.81919761373938,170.45759284121812,71.13335828962477,0.41730824132830363,60.857915869066936,67.30418536871498,68.81555756822442,True,9.461923,20,1100
3,115,118,108,58,64.48690842684856,193.46072528054566,73.02069808454794,0.37744455872713967,66.32001426543616,70.87431152775363,68.57186271615561,True,9.007212,20,1100
4,118,114,109,57,55.405935419945294,166.21780625983587,70.30808819119885,0.4229877037439146,66.5222315574918,67.28470995275887,67.17414214147568,True,8.846994,20,1100
5,118,112,105,57,64.95512042800692,194.86536128402076,70.6027751649005,0.3623156763196889,64.26924625327825,67.6318240259748,67.0302252876983,True,8.795067,20,1100
6,112,112,101,62,64.73932727587943,194.2179818276383,75.96773538302395,0.3911467654444204,67.82872958692343,72.52622220782183,72.08556555174147,True,8.596983,20,1100
7,114,125,122,71,64.14855880888736,192.4456764266621,73.68330029888777,0.38287843960457735,71.41583518037153,73.33788967041176,67.63398820644781,True,8.971074,20,1100
8,112,123,114,62,61.40514130554045,184.21542391662135,75.45007925169105,0.4095752551417241,64.48840296840244,72.19822601845493,72.11777100478922,True,8.51406,20,1100
9,120,120,112,62,60.68513420647336,182.05540261942008,68.75349044529437,0.37765147013528044,59.8508597479597,68.64678003693123,62.64703277058276,True,9.362693,20,1100
10,114,110,101,57,56.07306188796624,168.2191856638987,74.04778335580939,0.44018631444190065,61.04286038158355,66.41703878419393,74.79021269564149,True,8.921383,20,1100
11,116,121,113,53,54.9384388423517,164.8153165270551,72.38356858621863,0.4391798657519586,60.81890551717936,70.95429845383893,67.02891335301479,True,9.24397,20,1100
12,116,116,103,50,71.1291940658196,213.3875821974588,72.2635214105015,0.3386491409965564,69.20187646819785,68.653590666299,69.21018212454706,True,9.479053,20,1100
13,118,121,115,65,53.59328184889606,160.7798455466882,70.69562252489695,0.43970450577630354,67.1586874888008,64.99997956355787,69.69977307240406,True,8.971323,20,1100
14,122,124,115,71,63.01204224608649,189.03612673825947,66.83568318983691,0.3535603714647518,63.58586094594853,63.91220119008032,64.03450204831647,True,9.235728,20,1100
15,114,122,112,65,62.755027491193786,188.26508247358134,74.05778671589502,0.39336974091458154,63.372683487633886,73.89336433038808,67.30564970794137,True,8.620933,20,1100
16,116,122,116,50,55.773064548320285,167.31919364496085,72.29022498716785,0.4320498050006292,64.61495467504818,67.05691639417951,70.81885580141622,True,8.902425,20,1100
17,114,115,108,56,63.803258537322,191.409775611966,73.70141888114844,0.3850452185397212,64.8603105184402,64.20157261231186,76.77954174232771,True,8.477595,20,1100
18,121,132,125,64,61.9861506376016,185.95845191280478,68.26536329147817,0.36710008385898774,65.70876333151276,62.90289922516168,66.99627806904782,True,9.049801,20,1100
19,121,127,118,69,61.116226793542246,183.34868038062675,68.069791560741,0.3712586936509715,62.45969810473954,63.38110807382026,66.39871722708129,True,9.308893,20,1100
20,117,124,109,67,61.52818435969218,184.58455307907656,71.05331549985215,0.3849364116043486,60.48848821481833,63.66824097047459,72.35051023862553,True,8.843615,20,1100
