Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,24,3,21,24.725389504950698,62.30798155247576,49.946421052376785,0.8016055055532801,24.991185984222703,19.774960261100887,20.130989573789453,False,410.898938,6,1060,8678
2,0,9,3,6,24.947246997028774,62.86706243251251,49.9464210523768,0.7944767755928479,24.94728791308232,19.89607619771913,20.00987363717118,False,301.321077,6,1060,8678
3,0,16,3,13,25.020097139506017,63.050644791555165,49.94642105237682,0.7921635253295064,25.186741739204738,19.874771487138783,20.031178347751524,False,191.606134,4,960,8678
4,0,23,3,20,25.3627276066635,63.91407356879203,49.94642105237679,0.7814620202328121,24.9363383968559,20.135677144187866,19.770272690702456,False,182.279097,4,960,8678
5,0,21,3,18,25.09289973810484,63.234107340024195,49.94642105237678,0.789865203343561,24.882510925706484,19.89417349212846,20.011776342761845,False,217.922357,6,1060,8678
6,0,21,3,18,25.003124378882998,63.007873434785154,49.94642105237684,0.792701266200846,25.524927916870713,19.70124750187337,20.204702333016957,False,206.768203,6,1060,8678
7,0,22,3,19,25.650739778316993,64.63986424135882,49.94642105237681,0.7726875920698386,25.18900393072805,20.112818916040357,19.79313091884997,False,186.369116,6,1060,8678
8,0,21,3,20,25.42733985890517,64.07689644444103,49.94642105237678,0.7794762827766428,25.564633106516364,19.91719429769579,19.9887555371945,False,149.07371,3,910,8678
9,0,27,3,25,25.161471048093954,63.40690704119677,49.94642105237678,0.7877126228523584,25.403521393075568,19.944955452418156,19.96099438247215,False,153.840679,4,960,8678
10,0,19,3,16,24.902438924417282,62.75414608953155,49.946421052376806,0.795906313203881,25.335217014969235,19.85706028731528,20.048889547575023,False,177.262831,4,960,8678
11,0,28,3,25,25.196783721504648,63.495894978191714,49.94642105237679,0.786608662962092,24.892239168617955,20.065662510752556,19.840287324137773,False,185.568296,5,1010,8678
12,0,24,4,20,25.119865541961538,63.302061165743076,49.9464210523768,0.789017294738676,25.41482157304189,19.93276874327599,19.973181091614347,False,199.870866,4,960,8678
13,0,20,3,18,25.78977086003401,64.99022256728571,49.94642105237673,0.7685220803893412,24.72302595297527,20.395094628796937,19.510855206093368,False,218.136949,5,1010,8678
14,0,19,3,16,25.02353084074923,63.059297718688065,49.94642105237683,0.7920548255261469,25.07615442470237,19.867144485574038,20.038805349316274,False,161.496571,4,960,8678
15,0,12,3,9,25.342166723983837,63.86226014443927,49.94642105237681,0.7820960445090955,25.34084893841627,19.918902538701204,19.987047296189118,False,165.452701,4,960,8678
16,0,23,4,19,25.242218616620374,63.61039091388334,49.94642105237683,0.7851928015973838,25.346869540748834,19.932537522056688,19.97341231283363,False,361.878669,6,1060,8678
17,0,17,3,14,25.106128086551035,63.26744277810861,49.94642105237682,0.7894490255841186,25.06693134249076,19.880246497735858,20.02570333715448,False,215.872067,5,1010,8678
18,0,25,3,22,25.214333169843798,63.54011958800637,49.94642105237682,0.7860611748329877,25.4797707274456,19.820063792669178,20.085886042221116,False,191.369684,4,960,8678
19,0,20,3,18,24.97725288021908,62.94267725815208,49.94642105237685,0.7935223480807371,25.22811048468872,20.010856641512504,19.89509319337782,False,198.605171,4,960,8678
20,0,19,3,16,25.26520645846966,63.66832027534354,49.94642105237677,0.784478384797584,25.1707170184885,20.050386045235573,19.855563789654752,False,221.457949,6,1060,8678
