"id","length","bottom_diam_x","bottom_diam_y","middle_diam_x","middle_diam_y","top_diam_x","top_diam_y","bend"
1,3.00710109190544,0.158468425471209,0.1615051354315,0.158468425471209,0.1615051354315,0.158468425471209,0.1615051354315,0
2,2.98635273563277,0.17240798714546,0.174200555508138,0.17240798714546,0.174200555508138,0.17240798714546,0.174200555508138,0
3,2.98437456671507,0.101769088666989,0.0995945077523422,0.101769088666989,0.0995945077523422,0.101769088666989,0.0995945077523422,0
4,2.96914621062678,0.174305973098391,0.175536017521978,0.174305973098391,0.175536017521978,0.174305973098391,0.175536017521978,0
5,2.97608679989204,0.0774783847434446,0.0845572691716199,0.0774783847434446,0.0845572691716199,0.0774783847434446,0.0845572691716199,0
6,3.02179592674918,0.224501949351648,0.226894266610387,0.224501949351648,0.226894266610387,0.224501949351648,0.226894266610387,0
7,3.00762193335436,0.173234205071834,0.171752923038232,0.173234205071834,0.171752923038232,0.173234205071834,0.171752923038232,0
8,3.03532112374983,0.177423206920042,0.179577579014137,0.177423206920042,0.179577579014137,0.177423206920042,0.179577579014137,0
9,3.01725309066301,0.147295750143846,0.147725006408554,0.147295750143846,0.147725006408554,0.147295750143846,0.147725006408554,0
10,3.00847707895571,0.197561378838088,0.197010617959815,0.197561378838088,0.197010617959815,0.197561378838088,0.197010617959815,0
11,3.02887463392931,0.201691082656579,0.207203663710813,0.201691082656579,0.207203663710813,0.201691082656579,0.207203663710813,0
12,2.97477534000082,0.169894653588502,0.169184807325204,0.169894653588502,0.169184807325204,0.169894653588502,0.169184807325204,0
13,3.01478583401695,0.123525420824878,0.122235657023064,0.123525420824878,0.122235657023064,0.123525420824878,0.122235657023064,0
14,2.97206780549286,0.109709576978387,0.109205847343825,0.109709576978387,0.109205847343825,0.109709576978387,0.109205847343825,0
15,2.98797825500119,0.216548227602467,0.209091742882433,0.216548227602467,0.209091742882433,0.216548227602467,0.209091742882433,0
16,3.03157404679245,0.158340295197419,0.16167281448446,0.158340295197419,0.16167281448446,0.158340295197419,0.16167281448446,0
17,2.99398388485962,0.171717119348894,0.173656946916108,0.171717119348894,0.173656946916108,0.171717119348894,0.173656946916108,0
18,3.01298346220718,0.137521837153841,0.133314432847976,0.137521837153841,0.133314432847976,0.137521837153841,0.133314432847976,0
19,3.00825846380169,0.109002033985596,0.110628946083508,0.109002033985596,0.110628946083508,0.109002033985596,0.110628946083508,0
20,2.96763768749755,0.155985205585954,0.161433598954808,0.155985205585954,0.161433598954808,0.155985205585954,0.161433598954808,0
21,3.01499069099347,0.268461374154928,0.272984885322618,0.268461374154928,0.272984885322618,0.268461374154928,0.272984885322618,0
22,2.98937365024721,0.159633492200315,0.15424565914127,0.159633492200315,0.15424565914127,0.159633492200315,0.15424565914127,0
23,2.96391165595328,0.185112581568747,0.193960310033455,0.185112581568747,0.193960310033455,0.185112581568747,0.193960310033455,0
24,3.02985215271386,0.145338928817268,0.149173012035551,0.145338928817268,0.149173012035551,0.145338928817268,0.149173012035551,0
