"id","length","bottom_diam_x","bottom_diam_y","middle_diam_x","middle_diam_y","top_diam_x","top_diam_y","bend"
1,3.01332593396059,1.16589479514343,1.17094768955533,0.15,0.154568763963514,-0.865894795143429,-0.861810161628306,0.03
2,3.01206369504394,1.16606377573974,1.16609374220008,0.15,0.150027067727634,-0.866063775739736,-0.866039606744811,0
3,3.01547619293306,1.15937442558837,1.16129077060973,0.15,0.15180362534417,-0.859374425588367,-0.857683519921384,0
4,2.95460405516224,1.16373341290399,1.1617505163748,0.15,0.148183422222123,-0.863733412903986,-0.865383671930557,0
5,2.99642273411693,1.16662094530772,1.1588931663396,0.15,0.143043090452536,-0.866620945307724,-0.872806985434527,0.03
6,2.98458213745949,1.16422336814813,1.17093125948378,0.15,0.156126921592789,-0.86422336814813,-0.858677416298201,0
7,2.9783846353145,1.15991644146194,1.16461794056454,0.15,0.154409958469197,-0.859916441461945,-0.855798023626144,0
8,2.98826789839707,1.16193070459564,1.1757205410765,0.15,0.162773831110622,-0.861930704595642,-0.850172878855256,0
9,3.00563218133904,1.16293238783617,1.17207662276278,0.15,0.158418432069933,-0.862932387836174,-0.855239758622913,0.03
10,2.99736469134471,1.16074394341059,1.15849571702878,0.15,0.147902042527292,-0.860743943410587,-0.862691631974197,0
11,3.0179381458632,1.16831637289857,1.16353300918284,0.15,0.145737167186984,-0.868316372898574,-0.872058674808873,0
12,3.00563529175281,1.16156165621203,1.16504216439119,0.15,0.1532314364628,-0.861561656212032,-0.858579291465591,0
13,3.00413207282805,1.16583472570624,1.16773392437191,0.15,0.151717853716331,-0.865834725706236,-0.864298216939248,0.03
14,3.00912439210576,1.16436689734909,1.16863379631137,0.15,0.153893940049151,-0.864366897349087,-0.860845916213067,0
15,2.97924969213319,1.16533246030403,1.16829164674803,0.15,0.152684759942381,-0.865332460304035,-0.86292212686327,0
16,2.97427709424261,1.16994595514117,1.17039288040226,0.15,0.150394471225323,-0.869945955141172,-0.869603937951614,0
17,2.99468488947918,1.16678460312877,1.16210148274979,0.15,0.14578817202746,-0.866784603128769,-0.870525138694871,0.03
18,2.9622599858705,1.16320594914897,1.16076918041939,0.15,0.147760404499086,-0.863205949148966,-0.865248371421217,0
19,2.99953477721562,1.16505867887826,1.17218830380346,0.15,0.156479173019241,-0.865058678878263,-0.859229957764978,0
20,3.01189478821284,1.16286997620947,1.16502563129935,0.15,0.151985315347909,-0.862869976209466,-0.86105500060353,0
21,2.98094605764008,1.16420836808596,1.16884967253571,0.15,0.154239708825914,-0.864208368085961,-0.860370254883886,0.03
22,3.00118868730576,1.1661632547801,1.17063668080806,0.15,0.154038280936913,-0.866163254780099,-0.862560118934232,0
