settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
4897,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,double sin,FALSE,rowwise-freeze
4898,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,double sin,FALSE,trapezoid
4899,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,double sin,FALSE,trapezoid-freeze
4900,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,double sin,TRUE,grid
4901,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,double sin,TRUE,rowwise
4902,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,double sin,TRUE,rowwise-freeze
4903,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,double sin,TRUE,trapezoid
4904,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,double sin,TRUE,trapezoid-freeze
4905,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,FALSE,grid
4906,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,FALSE,rowwise
4907,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,FALSE,rowwise-freeze
4908,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,double sin,FALSE,trapezoid
4909,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,double sin,FALSE,trapezoid-freeze
4910,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,TRUE,grid
4911,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,TRUE,rowwise
4912,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,double sin,TRUE,rowwise-freeze
4913,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,double sin,TRUE,trapezoid
4914,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,double sin,TRUE,trapezoid-freeze
4915,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,FALSE,grid
4916,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,FALSE,rowwise
4917,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
4918,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,FALSE,trapezoid
4919,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
4920,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,TRUE,grid
4921,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,TRUE,rowwise
4922,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
4923,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,TRUE,trapezoid
4924,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
4925,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,parabola,FALSE,grid
4926,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,parabola,FALSE,rowwise
