settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
8137,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8138,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8139,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8140,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8141,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8142,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8143,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8144,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8145,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8146,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8147,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8148,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8149,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8150,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8151,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8152,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8153,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8154,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8155,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,FALSE,grid
8156,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,FALSE,rowwise
8157,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8158,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid
8159,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8160,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,TRUE,grid
8161,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,TRUE,rowwise
8162,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8163,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,TRUE,trapezoid
8164,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8165,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,FALSE,grid
8166,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,FALSE,rowwise
8167,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8168,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid
8169,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8170,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,TRUE,grid
8171,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,TRUE,rowwise
8172,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8173,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,TRUE,trapezoid
8174,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8175,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,sin,FALSE,grid
8176,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,sin,FALSE,rowwise
8177,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8178,Darre_neu.csv,20,23,4,2.52,20,8,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid
8179,Darre_neu.csv,20,23,4,2.52,20,8,0.45,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
