settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
9217,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,sin,FALSE,rowwise-freeze
9218,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,sin,FALSE,trapezoid
9219,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,sin,FALSE,trapezoid-freeze
9220,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,sin,TRUE,grid
9221,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,sin,TRUE,rowwise
9222,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,sin,TRUE,rowwise-freeze
9223,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,sin,TRUE,trapezoid
9224,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,sin,TRUE,trapezoid-freeze
9225,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,FALSE,grid
9226,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,FALSE,rowwise
9227,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,FALSE,rowwise-freeze
9228,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,sin,FALSE,trapezoid
9229,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,sin,FALSE,trapezoid-freeze
9230,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,TRUE,grid
9231,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,TRUE,rowwise
9232,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,sin,TRUE,rowwise-freeze
9233,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,sin,TRUE,trapezoid
9234,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,sin,TRUE,trapezoid-freeze
9235,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,FALSE,grid
9236,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,FALSE,rowwise
9237,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
9238,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,FALSE,trapezoid
9239,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
9240,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,TRUE,grid
9241,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,TRUE,rowwise
9242,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
9243,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,TRUE,trapezoid
9244,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
9245,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,FALSE,grid
9246,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,FALSE,rowwise
9247,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
9248,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,FALSE,trapezoid
9249,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
9250,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,TRUE,grid
9251,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,TRUE,rowwise
9252,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
9253,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,sin,TRUE,trapezoid
