settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
8677,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,sin,FALSE,rowwise-freeze
8678,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,sin,FALSE,trapezoid
8679,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,sin,FALSE,trapezoid-freeze
8680,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,sin,TRUE,grid
8681,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,sin,TRUE,rowwise
8682,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,sin,TRUE,rowwise-freeze
8683,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,sin,TRUE,trapezoid
8684,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,sin,TRUE,trapezoid-freeze
8685,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,FALSE,grid
8686,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,FALSE,rowwise
8687,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,FALSE,rowwise-freeze
8688,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,sin,FALSE,trapezoid
8689,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,sin,FALSE,trapezoid-freeze
8690,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,TRUE,grid
8691,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,TRUE,rowwise
8692,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,sin,TRUE,rowwise-freeze
8693,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,sin,TRUE,trapezoid
8694,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,sin,TRUE,trapezoid-freeze
8695,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,FALSE,grid
8696,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8697,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8698,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8699,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8700,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,TRUE,grid
8701,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8702,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8703,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
8704,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8705,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,FALSE,grid
8706,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8707,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8708,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8709,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8710,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,TRUE,grid
8711,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8712,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8713,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
8714,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8715,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,FALSE,grid
8716,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8717,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8718,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8719,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8720,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,TRUE,grid
8721,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8722,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8723,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
8724,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8725,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,FALSE,grid
8726,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8727,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8728,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8729,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8730,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,TRUE,grid
8731,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8732,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8733,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
8734,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8735,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,FALSE,grid
8736,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8737,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8738,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8739,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8740,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,TRUE,grid
8741,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8742,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8743,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
8744,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid-freeze
8745,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,FALSE,grid
8746,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise
8747,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,FALSE,rowwise-freeze
8748,Darre_neu.csv,20,23,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid
8749,Darre_neu.csv,20,23,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,FALSE,trapezoid-freeze
8750,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,TRUE,grid
8751,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise
8752,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,TRUE,rowwise-freeze
8753,Darre_neu.csv,20,23,4,2.52,40,15,0.65,0.45,0.02,0.1,sin,TRUE,trapezoid
