settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
3277,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,FALSE,rowwise-freeze
3278,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,FALSE,trapezoid
3279,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
3280,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,TRUE,grid
3281,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,TRUE,rowwise
3282,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,TRUE,rowwise-freeze
3283,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,TRUE,trapezoid
3284,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
3285,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,FALSE,grid
3286,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,FALSE,rowwise
3287,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,FALSE,rowwise-freeze
3288,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,FALSE,trapezoid
3289,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
3290,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,TRUE,grid
3291,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,TRUE,rowwise
3292,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,TRUE,rowwise-freeze
3293,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,TRUE,trapezoid
3294,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
3295,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,FALSE,grid
3296,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise
3297,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise-freeze
3298,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid
3299,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid-freeze
3300,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,TRUE,grid
3301,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,TRUE,rowwise
3302,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,TRUE,rowwise-freeze
3303,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,TRUE,trapezoid
3304,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,double sin,TRUE,trapezoid-freeze
3305,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,FALSE,grid
3306,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise
3307,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise-freeze
3308,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid
3309,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid-freeze
3310,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,TRUE,grid
3311,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,TRUE,rowwise
3312,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,TRUE,rowwise-freeze
3313,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,TRUE,trapezoid
3314,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,double sin,TRUE,trapezoid-freeze
3315,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,FALSE,grid
3316,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise
3317,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,FALSE,rowwise-freeze
3318,Darre_neu.csv,20,23,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid
3319,Darre_neu.csv,20,23,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,FALSE,trapezoid-freeze
3320,Darre_neu.csv,20,15,4,2.52,20,8,0.45,0.45,0.02,0.1,double sin,TRUE,grid
