settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
5977,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,parabola,FALSE,rowwise-freeze
5978,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,parabola,FALSE,trapezoid
5979,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,parabola,FALSE,trapezoid-freeze
5980,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,parabola,TRUE,grid
5981,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,parabola,TRUE,rowwise
5982,My200-4-2-0.csv,20,4,2,3,40,8,0.65,0.85,0.02,0.1,parabola,TRUE,rowwise-freeze
5983,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,parabola,TRUE,trapezoid
5984,My200-4-2-0.csv,20,12,2,3,40,8,0.65,0.85,0.02,0.1,parabola,TRUE,trapezoid-freeze
5985,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,FALSE,grid
5986,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,FALSE,rowwise
5987,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,FALSE,rowwise-freeze
5988,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,parabola,FALSE,trapezoid
5989,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,parabola,FALSE,trapezoid-freeze
5990,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,TRUE,grid
5991,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,TRUE,rowwise
5992,My200-4-2-0.csv,20,4,2,3,40,15,0.65,0.85,0.02,0.1,parabola,TRUE,rowwise-freeze
5993,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,parabola,TRUE,trapezoid
5994,My200-4-2-0.csv,20,12,2,3,40,15,0.65,0.85,0.02,0.1,parabola,TRUE,trapezoid-freeze
5995,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,grid
5996,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
5997,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
5998,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
5999,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6000,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6001,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6002,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6003,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6004,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6005,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6006,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6007,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6008,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6009,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6010,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6011,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6012,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6013,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6014,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6015,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6016,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6017,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6018,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6019,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6020,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6021,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6022,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6023,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6024,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6025,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6026,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6027,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6028,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6029,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6030,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6031,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6032,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6033,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6034,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6035,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6036,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6037,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6038,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6039,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6040,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6041,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6042,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6043,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6044,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6045,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6046,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6047,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6048,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6049,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6050,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6051,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6052,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6053,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6054,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6055,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6056,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6057,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6058,My_Stems.csv,20,12,2,3,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6059,My_Stems.csv,20,12,2,3,10,8,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6060,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6061,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6062,My_Stems.csv,20,4,2,3,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6063,My_Stems.csv,20,12,2,3,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6064,My_Stems.csv,20,12,2,3,10,8,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6065,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6066,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6067,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
6068,My_Stems.csv,20,12,2,3,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid
6069,My_Stems.csv,20,12,2,3,10,15,0.85,0.45,0.02,0.1,parabola,FALSE,trapezoid-freeze
6070,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,grid
6071,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise
6072,My_Stems.csv,20,4,2,3,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,rowwise-freeze
6073,My_Stems.csv,20,12,2,3,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid
6074,My_Stems.csv,20,12,2,3,10,15,0.85,0.45,0.02,0.1,parabola,TRUE,trapezoid-freeze
6075,My_Stems.csv,20,4,2,3,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,grid
6076,My_Stems.csv,20,4,2,3,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise
6077,My_Stems.csv,20,4,2,3,20,8,0.85,0.45,0.02,0.1,parabola,FALSE,rowwise-freeze
