settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
2197,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2198,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,FALSE,trapezoid
2199,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2200,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,TRUE,grid
2201,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,TRUE,rowwise
2202,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2203,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,TRUE,trapezoid
2204,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2205,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,FALSE,grid
2206,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,FALSE,rowwise
2207,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2208,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,FALSE,trapezoid
2209,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2210,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,TRUE,grid
2211,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,TRUE,rowwise
2212,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2213,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,TRUE,trapezoid
2214,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2215,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
2216,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise
2217,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2218,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
2219,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2220,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,grid
2221,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise
2222,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2223,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
2224,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2225,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
2226,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise
2227,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2228,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
2229,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2230,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,grid
2231,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise
2232,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2233,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
2234,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2235,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
2236,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise
2237,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2238,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
2239,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2240,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,grid
2241,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise
2242,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2243,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
2244,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2245,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
2246,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise
2247,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2248,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
2249,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2250,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,grid
2251,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise
2252,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2253,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
2254,Darre_neu.csv,20,23,4,2.52,20,15,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2255,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
2256,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise
2257,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
2258,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
2259,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
2260,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,grid
2261,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise
2262,Darre_neu.csv,20,15,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
2263,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
2264,Darre_neu.csv,20,23,4,2.52,40,8,0.65,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
2265,Darre_neu.csv,20,15,4,2.52,40,15,0.65,0.45,0.02,0.1,4th order poly,FALSE,grid
