settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
829,My200-8-0-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,grid
830,My200-8-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid
831,My200-8-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid-freeze
832,My200-8-1-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,grid
833,My200-8-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid
834,My200-8-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid-freeze
835,My200-8-2-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,grid
836,My200-8-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid
837,My200-8-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,4th order poly,TRUE,trapezoid-freeze
838,BB10_2019.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
839,BB10_2019.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
840,BB10_2019.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
841,Darre_neu.csv,20,15,4,2.52,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
842,Darre_neu.csv,20,23,4,2.52,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
843,Darre_neu.csv,20,23,4,2.52,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
844,My200-0-0-0.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
845,My200-0-0-0.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
846,My200-0-0-0.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
847,My200-0-0-03p012.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
848,My200-0-0-03p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
849,My200-0-0-03p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
850,My200-0-0-03p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
851,My200-0-0-03p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
852,My200-0-0-03p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
853,My200-0-0-03p025+06p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
854,My200-0-0-03p025+06p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
855,My200-0-0-03p025+06p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
856,My200-0-0-03p025+09p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
857,My200-0-0-03p025+09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
858,My200-0-0-03p025+09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
859,My200-0-0-03p025+12p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
860,My200-0-0-03p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
861,My200-0-0-03p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
862,My200-0-0-03p050.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
863,My200-0-0-03p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
864,My200-0-0-03p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
865,My200-0-0-03p100.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
866,My200-0-0-03p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
867,My200-0-0-03p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
868,My200-0-0-06p012.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
869,My200-0-0-06p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
870,My200-0-0-06p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
871,My200-0-0-06p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
872,My200-0-0-06p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
873,My200-0-0-06p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
874,My200-0-0-06p025+09p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
875,My200-0-0-06p025+09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
876,My200-0-0-06p025+09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
877,My200-0-0-06p025+12p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
878,My200-0-0-06p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
879,My200-0-0-06p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
880,My200-0-0-06p050.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
881,My200-0-0-06p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
882,My200-0-0-06p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
883,My200-0-0-06p100.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
884,My200-0-0-06p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
885,My200-0-0-06p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
886,My200-0-0-09p012.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
887,My200-0-0-09p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
888,My200-0-0-09p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
889,My200-0-0-09p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
890,My200-0-0-09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
891,My200-0-0-09p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
892,My200-0-0-09p025+12p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
893,My200-0-0-09p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
894,My200-0-0-09p025+12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
895,My200-0-0-09p050.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
896,My200-0-0-09p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
897,My200-0-0-09p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
898,My200-0-0-09p100.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
899,My200-0-0-09p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
900,My200-0-0-09p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
901,My200-0-0-12p012.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
902,My200-0-0-12p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
903,My200-0-0-12p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
904,My200-0-0-12p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
905,My200-0-0-12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
906,My200-0-0-12p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
907,My200-0-0-12p050.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
908,My200-0-0-12p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
909,My200-0-0-12p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
910,My200-0-0-12p100.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
911,My200-0-0-12p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
912,My200-0-0-12p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
913,My200-0-0-18p012.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
914,My200-0-0-18p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
915,My200-0-0-18p012.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
916,My200-0-0-18p025.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
917,My200-0-0-18p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
918,My200-0-0-18p025.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
919,My200-0-0-18p050.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
920,My200-0-0-18p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
921,My200-0-0-18p050.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
922,My200-0-0-18p100.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
923,My200-0-0-18p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
924,My200-0-0-18p100.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
925,My200-0-0-siebzehn.csv.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
926,My200-0-0-siebzehn.csv.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
927,My200-0-0-siebzehn.csv.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid-freeze
928,My200-0-1-0.csv,20,4,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,grid
929,My200-0-1-0.csv,20,12,2,3,30,12,0.45,0.45,0.45,0,shifted sin,TRUE,trapezoid
