settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
1657,My200-6-0-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1658,My200-6-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1659,My200-6-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1660,My200-6-1-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1661,My200-6-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1662,My200-6-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1663,My200-6-2-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1664,My200-6-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1665,My200-6-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1666,My200-8-0-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1667,My200-8-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1668,My200-8-0-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1669,My200-8-1-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1670,My200-8-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1671,My200-8-1-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1672,My200-8-2-0.csv,20,4,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,grid
1673,My200-8-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid
1674,My200-8-2-0.csv,20,12,2,3,30,12,0.85,0.85,0.85,0,shifted sin,TRUE,trapezoid-freeze
1675,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,FALSE,grid
1676,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,FALSE,rowwise
1677,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
1678,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
1679,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
1680,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,TRUE,grid
1681,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,TRUE,rowwise
1682,Darre_neu.csv,20,15,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,TRUE,rowwise-freeze
1683,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,TRUE,trapezoid
1684,Darre_neu.csv,20,23,4,2.52,10,8,0.45,0.45,0.02,0.1,4th order poly,TRUE,trapezoid-freeze
1685,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,4th order poly,FALSE,grid
1686,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,4th order poly,FALSE,rowwise
1687,Darre_neu.csv,20,15,4,2.52,10,15,0.45,0.45,0.02,0.1,4th order poly,FALSE,rowwise-freeze
1688,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,4th order poly,FALSE,trapezoid
1689,Darre_neu.csv,20,23,4,2.52,10,15,0.45,0.45,0.02,0.1,4th order poly,FALSE,trapezoid-freeze
