settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
7057,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7058,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
7059,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7060,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,TRUE,grid
7061,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,TRUE,rowwise
7062,My200-4-2-0.csv,20,4,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7063,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
7064,My200-4-2-0.csv,20,12,2,3,40,8,0.45,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7065,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,FALSE,grid
7066,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,FALSE,rowwise
7067,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7068,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
7069,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7070,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,TRUE,grid
7071,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,TRUE,rowwise
7072,My200-4-2-0.csv,20,4,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7073,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
7074,My200-4-2-0.csv,20,12,2,3,40,15,0.45,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7075,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,grid
7076,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise
7077,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7078,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid
7079,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7080,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,grid
7081,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise
7082,Darre_neu.csv,20,15,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7083,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid
7084,Darre_neu.csv,20,23,4,2.52,10,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7085,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,grid
7086,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise
7087,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7088,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid
7089,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7090,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,TRUE,grid
7091,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise
7092,Darre_neu.csv,20,15,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7093,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid
7094,Darre_neu.csv,20,23,4,2.52,10,15,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7095,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,grid
7096,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise
7097,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7098,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid
7099,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7100,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,grid
7101,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise
7102,Darre_neu.csv,20,15,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7103,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid
7104,Darre_neu.csv,20,23,4,2.52,20,8,0.65,0.45,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7105,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,grid
7106,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise
7107,Darre_neu.csv,20,15,4,2.52,20,15,0.65,0.45,0.02,0.1,shifted sin,FALSE,rowwise-freeze
