Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,0,0,0,5.67436067028489,17.02308201085467,11.472829856652677,0.673957268685958,5.692851655709743,3.8240281835714756,3.8240281835714756,False,4.002017,5,350,1657
2,0,0,0,0,5.530198682095484,16.59059604628645,11.472829856652677,0.6915260804762161,5.547042364956,3.8240281835714733,3.8240281835714733,False,2.778961,4,300,1657
3,0,1,0,1,5.665724569481248,16.997173708443743,11.472829856652686,0.6749845623424611,5.69840171466573,3.824028183571476,3.824028183571476,False,1.83099,3,250,1657
4,0,1,0,1,5.598994202875102,16.796982608625306,11.472829856652679,0.6830292156617072,5.599626244016101,3.824028183571475,3.824028183571475,False,2.701593,4,300,1657
5,0,2,0,2,5.808493594931124,17.425480784793372,11.472829856652682,0.6583938772389358,5.8359625494808425,3.824028183571474,3.824028183571474,False,3.670072,5,350,1657
6,0,0,0,0,5.595153901176175,16.785461703528526,11.472829856652677,0.6834980210428728,5.60648889055776,3.824028183571476,3.824028183571476,False,1.837033,3,250,1657
7,0,2,0,2,5.649092770366027,16.94727831109808,11.472829856652679,0.6769718208462765,5.642513134742883,3.824028183571476,3.824028183571476,False,3.691821,5,350,1657
8,0,2,0,2,5.787703568170599,17.363110704511797,11.472829856652677,0.6607588957934517,5.781737835347444,3.824028183571473,3.824028183571473,False,2.594888,4,300,1657
9,0,0,0,0,5.677128696308935,17.031386088926805,11.472829856652668,0.6736286639706847,5.631471499100962,3.8240281835714733,3.8240281835714733,False,3.596749,5,350,1657
10,0,0,0,0,5.621125439155272,16.863376317465818,11.472829856652686,0.6803400244807436,5.621005200716351,3.824028183571475,3.824028183571475,False,2.736049,4,300,1657
11,0,0,0,0,5.574637970656511,16.723913911969532,11.472829856652684,0.6860134485888153,5.560609034936467,3.8240281835714747,3.8240281835714747,False,2.757261,4,300,1657
12,0,2,0,2,5.709615519283123,17.128846557849368,11.472829856652684,0.6697958217971899,5.716170957712895,3.8240281835714747,3.8240281835714747,False,2.725581,4,300,1657
13,0,2,0,2,5.748657743446352,17.245973230339057,11.47282985665267,0.6652468784115765,5.754290013908829,3.824028183571477,3.824028183571477,False,2.694133,4,300,1657
14,0,0,0,0,5.473072769411967,16.4192183082359,11.472829856652679,0.6987439743643515,5.531761687291642,3.8240281835714742,3.8240281835714742,False,3.598163,5,350,1657
15,0,0,0,0,5.87312580469652,17.61937741408956,11.472829856652675,0.6511484252263239,5.855766426095973,3.824028183571475,3.824028183571475,True,2.675465,4,300,1657
16,0,2,0,2,5.684127290248214,17.052381870744643,11.472829856652682,0.6727992572307839,5.696012528731467,3.8240281835714742,3.8240281835714742,False,3.563766,5,350,1657
17,0,0,0,0,5.960725180848598,17.882175542545795,11.47282985665268,0.6415790869156937,5.974366143871348,3.824028183571477,3.824028183571477,False,2.627842,4,300,1657
18,0,1,0,1,5.731473906061918,17.194421718185755,11.47282985665268,0.6672413905329768,5.7769954673823545,3.824028183571474,3.824028183571474,False,2.614743,4,300,1657
19,0,1,0,1,6.001981525448449,18.005944576345346,11.472829856652687,0.6371690087130836,5.994684287443815,3.824028183571475,3.824028183571475,False,3.581483,5,350,1657
20,0,0,0,0,5.583257916574384,16.749773749723154,11.47282985665268,0.6849543180750312,5.582401060560087,3.8240281835714747,3.8240281835714747,False,1.866417,3,250,1657
1,0,0,0,0,5.29081388634177,15.87244165902531,11.472829856652677,0.7228144291290592,5.2608239844606635,3.8240281835714756,3.8240281835714756,False,4.959341,2,460,1658
2,0,1,0,1,5.470437459114204,16.41131237734261,11.472829856652671,0.6990805849562655,5.440305406499306,3.824028183571474,3.824028183571474,False,4.975984,3,510,1658
3,0,0,0,0,5.322194153779426,15.966582461338279,11.472829856652677,0.7185526323139694,5.301004430030752,3.8240281835714747,3.8240281835714747,False,4.469706,2,460,1658
4,0,1,0,1,5.285861606937223,15.857584820811669,11.47282985665268,0.7234916279051279,5.338564538309726,3.8240281835714733,3.8240281835714733,False,4.442465,2,460,1658
