Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,2,0,2,5.054295919436527,15.16288775830958,11.817687831975531,0.7793823986792483,5.084782374178836,3.9500647517638487,3.9505168603390985,False,3.893,1,1050
2,0,0,0,0,5.099265244101572,15.297795732304715,11.81768783197553,0.7725091927472819,5.143341443539255,3.8598011965579078,4.040780415545039,False,3.585997,2,1100
3,0,0,0,0,5.465398867309207,16.39619660192762,11.817687831975531,0.7207578756762519,5.385454032201236,4.000637667342945,3.8999439447600004,False,3.549999,3,1150
4,0,4,0,4,5.084761988568514,15.254285965705542,11.817687831975535,0.7747126190333579,5.106548093093086,3.9691682967423425,3.931413315360605,False,3.706003,1,1050
5,0,6,0,6,5.344370928746933,16.0331127862408,11.817687831975533,0.7370800660815637,5.497368753209065,3.9326766527060055,3.9679049593969418,False,3.394001,1,1050
6,0,3,0,3,5.669184993885983,17.007554981657947,11.817687831975526,0.6948493093052169,5.498033377530449,3.990584624308972,3.909996987793975,False,3.307,2,1100
7,0,2,0,2,5.2832415254258915,15.849724576277675,11.81768783197553,0.7456084031682856,5.312242311042881,3.949742211939192,3.9508394001637566,False,3.590002,1,1050
8,0,3,0,3,5.188258122188127,15.564774366564382,11.817687831975533,0.7592585381360755,5.19254327282574,3.985719386419701,3.9148622256832453,False,3.681998,2,1100
9,0,2,0,2,5.277268744075593,15.83180623222678,11.817687831975531,0.7464522783205733,5.382613467572727,3.884489875892747,4.016091736210198,False,3.452002,2,1100
10,0,5,0,5,5.215789880266719,15.647369640800157,11.817687831975528,0.7552507611989416,5.181770218258031,3.9391520513147618,3.961429560788184,False,3.896972,3,1150
11,0,1,0,1,5.135505392364109,15.406516177092328,11.817687831975528,0.7670577628410916,5.187365736787463,3.963029066826359,3.9375525452765903,False,3.514999,1,1050
12,0,0,0,0,5.441924275102883,16.325772825308647,11.817687831975535,0.7238669775960279,5.483751609759833,3.8708837528992044,4.029697859203743,False,3.407,2,1100
13,0,4,0,4,5.233312364145687,15.699937092437061,11.817687831975528,0.7527219862344747,5.072927539045505,3.9684534025722855,3.9321282095306587,False,3.638999,2,1100
14,0,1,0,1,5.401753248644001,16.205259745932004,11.817687831975533,0.7292501334291861,5.448843927366757,3.9414557878456478,3.9591258242572978,False,3.425,3,1150
15,0,1,0,1,5.156500792127943,15.46950237638383,11.817687831975528,0.7639345820209923,5.239450784231497,3.9431628093793987,3.957418802723549,False,3.649028,2,1100
16,0,4,0,4,5.064380604197631,15.193141812592895,11.817687831975524,0.7778304170227903,5.105018680569442,3.919471599531883,3.9811100125710652,False,3.739,2,1100
17,0,6,0,6,5.062325168635996,15.186975505907988,11.817687831975533,0.7781462363838182,5.101206357535299,3.909413052172674,3.9911685599302738,False,3.915,3,1150
18,0,3,0,3,5.307537629340704,15.922612888022112,11.817687831975533,0.7421952612353884,5.4047656225352165,3.9225630483087413,3.978018563794209,False,3.462,2,1100
19,0,4,0,4,4.980348941761808,14.941046825285426,11.817687831975526,0.7909544739513101,5.249353617665656,3.8691308483555558,4.031450763747389,False,3.689975,2,1100
20,0,4,0,4,5.163988914162765,15.491966742488295,11.817687831975533,0.7628268268588727,5.127173800516173,3.98372956764551,3.9168520444574364,False,3.639,2,1100
