Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,2,0,2,4.743421581900496,14.23026474570149,9.865771592583513,0.6932950137532508,4.642693942611434,3.2860743058412676,3.2911508720821585,False,54.83602,2,1460
2,0,3,0,3,4.568276481646937,13.70482944494081,9.86577159258351,0.7198755469536687,4.709411308774465,3.289922446489601,3.2873027314338232,False,51.834899,2,1460
3,0,1,0,1,4.467761170767159,13.403283512301478,9.865771592583515,0.7360712457905372,4.364839250360545,3.286142411449733,3.2910827664736932,False,67.814131,5,1610
4,0,1,0,1,4.5410418309797045,13.623125492939113,9.86577159258351,0.7241929612772747,4.506676692807205,3.285888207322019,3.2913369706014053,False,56.389839,2,1460
5,0,2,0,2,4.6302175784574615,13.890652735372385,9.86577159258351,0.7102453556743549,4.630837757883706,3.294982356826032,3.282242821097395,False,50.935765,2,1460
6,0,1,0,1,5.099738799089899,15.299216397269696,9.865771592583512,0.6448546995089344,4.956933500484205,3.2887104408058723,3.288514737117554,False,58.016997,3,1630
7,0,8,0,8,4.750958733614027,14.252876200842081,9.865771592583513,0.6921951368665245,5.027338935596363,3.291755085450717,3.2854700924727083,False,51.855025,4,1560
8,0,2,0,2,4.85702626989773,14.57107880969319,9.865771592583505,0.6770790084547789,4.75144450400906,3.2809337344726193,3.2962914434508064,False,46.994845,0,1480
9,0,2,0,2,4.584193849413221,13.752581548239661,9.865771592583515,0.7173759746835561,4.609935876939208,3.299968322449095,3.27725685547433,False,52.715763,2,1460
10,0,1,0,1,4.515567585830963,13.54670275749289,9.865771592583515,0.7282784430422824,4.360249217713374,3.2892648579674804,3.287960319955945,False,56.176518,2,1460
11,0,5,0,5,4.819856657711027,14.45956997313308,9.86577159258351,0.6823004841025578,4.7413050604448825,3.3011577269547154,3.276067450968709,False,57.436805,3,1510
12,0,1,0,1,4.725502185142846,14.176506555428537,9.86577159258351,0.6959240313549364,4.757541205813625,3.284335688488764,3.2928894894346628,False,55.867174,3,1510
13,0,4,0,4,4.765797640793211,14.297392922379634,9.865771592583513,0.6900399007108963,4.53096017188065,3.2903433562822597,3.286881821641165,False,58.120565,3,1510
14,0,1,0,1,4.5430435787043395,13.62913073611302,9.865771592583512,0.7238738686717738,4.750436315230001,3.2808292515472246,3.2963959263762015,False,56.880643,3,1510
15,0,5,0,5,4.5541445743198095,13.662433722959427,9.865771592583512,0.7221093834844589,4.726427594234673,3.291603616634289,3.2856215612891355,False,57.727861,3,1510
16,0,5,1,4,4.699041401352565,14.097124204057694,9.86577159258351,0.699842850908823,4.723191110519611,3.2971002263486593,3.2801249515747672,False,58.482654,4,1560
17,0,3,0,3,4.759163585851397,14.27749075755419,9.865771592583512,0.6910017845652292,4.664306373316511,3.2837027453786054,3.2935224325448185,False,47.853263,2,1460
18,0,6,0,6,4.992346265100647,14.97703879530194,9.865771592583513,0.6587264496956667,5.010242834945702,3.284301273466261,3.2929239044571643,False,48.626195,1,1530
19,0,2,0,2,4.923468726656103,14.770406179968308,9.865771592583508,0.667941793365406,4.903218024098363,3.2973103666179875,3.279914811305438,False,55.186379,5,1610
20,0,1,0,1,4.811650723861207,14.434952171583621,9.865771592583512,0.6834640998676176,4.589732121722834,3.292950158461521,3.2842750194619055,False,52.362337,3,1510
