Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,185,191,176,108,19.435280229905313,58.305840689715936,12.788772078855192,0.21933946801166515,15.011916556471263,12.304851519306695,12.238087971323784,True,64.260786,15,4670,8646
2,186,188,184,118,16.113827135866735,48.341481407600206,11.953514740019969,0.24727241267663444,17.292276753452715,10.62409057322021,12.31758655009342,True,69.036727,15,4670,8646
3,184,182,177,104,19.60652645937245,58.81957937811735,13.875264205226108,0.23589533199532062,15.933728181850967,14.181608969557043,12.155414336195925,True,67.293361,15,4630,8646
4,184,189,177,120,19.297896494197143,57.89368948259143,13.704646537643733,0.23672090447378907,16.031864541191304,14.802525630172244,11.39742813768035,True,69.328742,15,4670,8646
5,183,184,177,114,17.808696790022147,53.42609037006644,14.692600110358393,0.27500795975500314,17.999723148009696,13.136190767885035,14.808816863948891,True,72.111216,15,4670,8646
6,183,186,177,121,16.677942982999767,50.0338289489993,14.46797279963262,0.2891638138344394,14.211357320489986,15.859764875986611,11.91141466313937,True,66.695564,15,4630,8646
7,182,189,182,101,19.036469302165457,57.10940790649637,15.44480672879359,0.27044242437394794,15.207719922776198,13.27134770468652,16.233353808102752,True,70.277043,15,4630,8646
8,186,190,185,115,17.766150387827597,53.298451163482795,11.95292952161284,0.22426410637993055,14.279099567452498,9.830611846973513,13.080682086254884,True,69.585263,15,4630,8646
9,182,188,179,122,17.72942685792151,53.18828057376453,15.58802343257213,0.2930725201946277,16.709997367480863,16.88610269102915,12.72318778088494,True,68.478432,15,4630,8646
10,188,188,180,99,11.887134041987423,35.66140212596227,10.500943027577183,0.29446242720591936,16.44360833394578,11.163863488353845,8.635301449472488,True,68.042083,15,4630,8646
11,180,187,181,126,18.596223883957382,55.78867165187215,16.928359081804775,0.30343721369527704,16.502299342029982,16.500995913474423,16.14858248401142,True,71.705181,15,4670,8646
12,187,189,178,129,17.867920438238045,53.603761314714134,11.096323542074785,0.20700643518142195,14.740018213821678,12.747890254898644,8.549509242524824,True,70.163428,15,4670,8646
13,183,184,179,106,18.29035132458394,54.87105397375183,14.404301587271952,0.2625118444811067,15.474590715231933,13.743851630872992,14.018676992098918,True,70.155511,15,4670,8646
14,181,191,185,115,19.111698046120612,57.33509413836184,16.457669169428122,0.2870435536342235,16.988954622170322,15.568648893394052,15.686145671482636,True,71.101974,15,4670,8646
15,188,189,183,119,15.475955083429389,46.427865250288164,10.380371765809244,0.2235806386929413,16.095429910282693,8.749126669883921,10.997239585951077,True,70.905855,15,4630,8646
16,185,186,181,116,15.922524354231228,47.767573062693685,12.919060638488295,0.27045670964971086,13.962354768434984,11.419388396743319,13.209085296425881,True,68.941363,15,4630,8646
17,182,187,177,114,15.238363591012043,45.715090773036124,15.36233088180983,0.3360450700640609,17.045083670400317,14.614409599758515,14.839700138953871,True,69.581221,15,4670,8646
18,184,189,181,112,16.8984782740788,50.69543482223641,13.691566113437226,0.270074932021921,18.556976693796152,13.113060282301237,13.090436588468725,True,68.32558,15,4630,8646
19,187,190,182,123,18.838538086929066,56.5156142607872,11.220165909983555,0.1985321411921476,14.748621551035948,9.613858969866977,11.742097108106112,True,68.648732,15,4630,8646
20,187,189,181,131,17.002561937771787,51.00768581331536,11.05913512159627,0.2168131124801848,18.862773567838456,9.50397891455375,11.760581925132442,True,65.431949,15,4630,8646
1,20,67,41,38,73.3865281001897,220.15958430056907,154.8398138805372,0.7033071686270302,73.26373564231864,139.99722064176532,155.48900447900462,True,37.918528,7,11790,8647
2,44,88,65,62,75.37974212745937,226.1392263823781,134.089921286721,0.5929529495249478,72.38932504551933,128.81501045787164,127.19825050964926,True,21.514731,0,11680,8647
3,22,70,43,48,70.08147440549158,210.24442321647473,153.23942095391507,0.7288631898508652,72.17158202855734,149.9264899285291,142.36425763680325,True,37.391181,0,11560,8647
4,27,62,37,44,76.38161825622885,229.14485476868654,148.76849429078757,0.6492334049610845,76.82888611967154,143.51656245329002,140.43881470973827,True,29.090558,3,11830,8647
5,25,82,49,52,74.50705137974977,223.5211541392493,150.3769770748622,0.6727639612185444,73.6653987677735,146.1044328010504,141.06974628997378,True,31.492733,0,11680,8647
6,41,100,70,74,76.3751839222177,229.1255517666531,136.63895722289067,0.5963497138112602,75.01421201134204,132.06142963248436,128.84838612704593,True,22.987995,0,11560,8647
7,22,63,47,36,77.69067724132405,233.07203172397215,153.07135293800033,0.6567555609558643,76.43298066736614,146.49292049864587,145.68269176513658,True,29.78216,0,11680,8647
8,26,71,42,48,76.45209345648784,229.35628036946355,149.7810885138025,0.6530498675358895,76.31645204164616,142.076362941477,143.62269424210731,True,35.160273,2,11660,8647
9,30,93,56,62,74.09535028587621,222.28605085762862,146.3957477479787,0.6585916983236313,71.6393936011276,141.73156216859695,137.46066032393065,True,30.433763,0,11680,8647
10,41,82,61,61,77.08007931118156,231.24023793354468,136.9880770340522,0.5924058816849199,73.39147954152463,132.00610488366,129.11794625052514,True,24.034112,0,11560,8647
11,26,84,55,55,75.71392895456104,227.14178686368314,149.78669255302162,0.6594413763369512,72.72157351313457,136.29853909238295,149.3980102507208,True,31.139007,0,11560,8647
12,30,87,54,58,76.95786422845002,230.87359268535005,146.42731077108797,0.634231525000128,70.07340689041222,138.68875165025875,140.47351061161913,True,30.775543,0,11800,8647
13,30,88,55,58,71.8495132565908,215.5485397697724,146.01564338293977,0.6774142081356673,76.56708590846782,142.5358056514139,136.38197258590105,True,32.245179,0,11680,8647
14,28,68,41,49,76.6153388947227,229.8460166841681,147.87185575529796,0.6433518313197004,77.56279367702898,144.95392448312154,137.31587303790744,True,30.394084,0,11560,8647
15,38,104,61,81,77.26475428059962,231.79426284179885,139.0582137227896,0.5999208609304439,71.10173055207432,132.7124842588648,133.00486048759151,True,30.550891,0,11680,8647
16,23,79,56,53,77.73617963173267,233.208538895198,152.382811782555,0.6534186634179574,71.86098837110251,142.71882955760302,147.94358891695182,True,30.918143,4,11880,8647
17,31,77,48,58,76.39813227002614,229.19439681007842,145.18242061104107,0.6334466401957735,75.24457080268047,137.19628676168765,140.04058769941653,True,29.804297,0,11560,8647
18,42,85,64,49,77.45025118335495,232.35075355006484,136.13754184649525,0.5859139243857092,72.0423723245334,127.54699626572861,131.9581533124177,True,24.677716,2,11540,8647
19,34,71,46,48,78.52892239844756,235.5867671953427,142.58085120085406,0.6052158739570866,76.62404341335149,130.28612454025782,142.05499811509011,True,25.11911,0,11560,8647
20,36,75,53,55,76.67189969307803,230.01569907923408,140.78348858910675,0.6120603469792325,72.75272909517143,134.6221720306695,134.4145364225353,True,29.017852,5,11810,8647
1,76,9,0,9,116.01209275724125,348.03627827172375,106.52989387948733,0.3060884756281523,117.24626235330038,99.14124984126248,104.27055522646828,True,9.820222,15,830,8648
2,76,11,1,10,120.1322013908178,360.3966041724534,106.80182486582882,0.296345258610492,111.60002591174599,104.79765740500318,98.82635777314759,True,10.452128,15,830,8648
3,76,14,1,13,119.96743242586882,359.90229727760646,106.92653392618692,0.29709878134984613,111.78892437127301,106.6658383572577,97.02933973889904,True,10.657628,15,830,8648
4,76,16,3,15,118.11442357341281,354.3432707202384,106.63565176903809,0.3009388369427487,110.44940632509629,102.65284907264966,100.9174544034706,True,9.931518,15,830,8648
5,76,10,2,9,116.24911812236688,348.7473543671006,106.75676779474648,0.306114918028515,115.52290841858827,101.46440666859272,102.15734177480664,True,10.094521,15,830,8648
6,77,16,4,12,113.98687359858701,341.96062079576103,105.77048307399588,0.3093060330393078,111.20343778742044,101.13285142743325,100.76591442585381,True,9.849651,15,830,8648
7,76,12,2,10,115.30206181430125,345.90618544290373,106.76259698116496,0.30864610543018894,113.71769177101613,101.94104684314298,101.69905129120122,True,10.684523,15,830,8648
8,76,14,2,12,113.50006335032938,340.5001900509882,107.32874931486411,0.3152090731543855,113.7577762595472,98.68607483964128,105.26803179809556,True,10.254232,15,830,8648
9,77,13,2,11,115.8945369444775,347.68361083343245,105.68203194908683,0.30396034974371217,113.31556460691148,101.32935156672296,100.47376026932204,True,9.754932,15,830,8648
10,76,10,1,9,119.36286750839476,358.0886025251843,106.61177046185124,0.29772455674389486,115.02055008246006,103.7757913994791,99.78236548644783,True,9.78179,15,830,8648
