Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,2,0,2,5.466288741114917,16.39886622334475,11.817687831975531,0.7206405413047615,5.505203592069333,3.9464323767256873,3.9541492353772596,False,23.918996,3,790
2,0,4,0,4,5.493612360378907,16.48083708113672,11.817687831975533,0.7170562862672532,5.531764993120902,3.90672335693623,3.9938582551667157,False,26.459062,4,840
3,0,4,0,4,5.370093453179409,16.11028035953823,11.81768783197553,0.7335494832018095,5.401079046716851,3.9416096770077775,3.9589719350951698,False,20.240055,2,740
4,0,2,0,2,5.616739265332975,16.850217795998926,11.81768783197553,0.7013373936793643,5.594792496547505,3.948021905871333,3.9525597062316127,False,19.586627,2,740
5,0,2,0,2,5.391868489464717,16.175605468394153,11.817687831975528,0.7305870469619422,5.4557249599967,3.965534951334619,3.9350466607683274,False,24.612533,3,790
6,0,3,0,3,5.319622435032604,15.958867305097812,11.81768783197553,0.7405091856488182,5.311547681339674,3.946432672986079,3.954148939116867,False,21.406379,2,740
7,0,7,0,7,5.398561118161421,16.195683354484263,11.817687831975526,0.7296813338045068,5.456386190478576,3.9467984538580443,3.9537831582449026,False,21.142105,2,740
8,0,6,0,6,5.470132006142052,16.410396018426155,11.817687831975531,0.7201342258106523,5.317205830094153,4.013436009157997,3.887145602944953,False,24.177816,3,790
9,0,1,0,1,5.290061048382167,15.870183145146502,11.817687831975542,0.7446472245400448,5.358301996033677,3.9394992813585326,3.9610823307444156,False,21.270328,2,740
10,0,0,0,0,5.434867516645258,16.304602549935773,11.817687831975533,0.7248068633247418,5.5119665332035535,3.921779213109351,3.978802398993595,False,25.494684,4,840
11,0,2,0,2,5.467602899184724,16.40280869755417,11.81768783197554,0.7204673327524499,5.3540854822702615,3.9972718765814306,3.9033097355215136,False,25.371601,3,790
12,0,2,0,2,5.469424040355745,16.408272121067235,11.817687831975535,0.7202274404507428,5.465646096645865,3.911369382079501,3.989212230023445,False,20.762822,2,740
13,0,6,0,6,5.685363526144153,17.05609057843246,11.817687831975528,0.6928720141131914,5.5439101693858515,3.975232190357443,3.925349421745507,False,22.252119,3,790
14,0,2,0,2,5.459591744931123,16.378775234793366,11.817687831975533,0.721524513436833,5.519825607992164,3.9175556781745695,3.983025933928377,False,18.029468,1,690
15,0,2,0,2,5.455935885298159,16.367807655894477,11.817687831975531,0.722007985456725,5.441966776595832,3.96654461199865,3.9340370001042966,False,28.232679,4,840
16,0,4,0,4,5.3845057541984245,16.153517262595273,11.81768783197553,0.7315860465472932,5.433651361292032,3.9567908727535075,3.943790739349439,False,37.272822,7,990
17,0,1,0,1,5.540697755041221,16.622093265123663,11.817687831975533,0.7109626713965868,5.472227719524797,3.9852763555901776,3.915305256512767,False,27.569808,5,890
18,0,2,0,2,5.506871212941944,16.520613638825832,11.817687831975531,0.7153298352188477,5.4725740524312805,3.973305400827045,3.927276211275903,False,19.797527,2,740
19,0,3,0,3,5.621393528167537,16.86418058450261,11.81768783197553,0.7007567176335523,5.505250031555838,4.01604258687577,3.8845390252271756,False,18.481184,2,740
20,0,3,0,3,5.461342474687287,16.384027424061863,11.817687831975531,0.7212932160147555,5.419389499133223,3.980533941944511,3.920047670158436,False,17.448684,1,690
