Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,10,0,10,4.471817062751808,13.415451188255425,9.865771592583512,0.7354036367573321,4.25785573753419,3.2856347414197007,3.291590436503725,False,182.304529,15,1230
2,0,7,1,7,4.373625388600207,13.12087616580062,9.865771592583513,0.751914084693407,4.138031478228847,3.290909963376639,3.286315214546786,False,175.271678,15,1230
3,0,10,3,10,4.459759125893907,13.37927737768172,9.865771592583512,0.7373919617692382,4.610704574689684,3.2913862322484477,3.2858389456749797,False,183.316187,15,1230
4,0,10,2,10,4.7086463758440456,14.125939127532137,9.865771592583508,0.6984152701999574,4.403001060626947,3.2964154781102595,3.2808096998131644,False,171.200426,15,1230
5,0,5,0,5,4.691336026000178,14.074008078000533,9.865771592583512,0.7009923212993582,4.4638764530866215,3.2971164085665805,3.2801087693568456,False,167.434829,15,1230
6,0,7,2,6,4.7649683256954525,14.294904977086357,9.86577159258351,0.6901599981530195,4.309493528069792,3.3003243168555567,3.2769008610678685,False,169.415849,15,1230
7,0,7,1,7,4.820450643849562,14.461351931548688,9.86577159258351,0.6822164095917255,4.563542185835811,3.284591046001544,3.292634131921881,False,174.482857,15,1230
8,0,9,0,9,4.651092049789057,13.95327614936717,9.86577159258351,0.7070577179848159,4.483705344898267,3.29594505719126,3.2812801207321645,False,171.307188,15,1230
9,0,13,0,13,4.309968720813791,12.929906162441373,9.86577159258351,0.7630195817848607,4.385670070532426,3.300510826473311,3.276714351450115,False,173.475553,15,1230
10,0,10,0,10,4.705755303999136,14.117265911997407,9.865771592583512,0.6988443551381427,4.206885237151254,3.2855124378583196,3.2917127400651056,False,176.952531,15,1230
11,0,7,0,7,4.250075805300791,12.750227415902373,9.86577159258351,0.7737722058414971,4.224310525254031,3.2862253257403085,3.290999852183118,False,104.385271,6,780
12,0,5,0,5,4.4015835571281565,13.20475067138447,9.86577159258351,0.7471380443375777,4.285110995720503,3.292317286076661,3.284907891846763,False,173.809114,15,1230
13,0,7,0,7,4.716066754326069,14.148200262978207,9.865771592583508,0.69731636598327,4.21631725127873,3.280041860444288,3.2971833174791367,False,166.295699,15,1230
14,0,7,1,6,4.222678449726558,12.668035349179675,9.865771592583512,0.7787925531185366,4.244579853375384,3.2883593147979,3.2888658631255256,False,176.851918,15,1230
15,0,16,4,15,4.791526694345772,14.374580083037316,9.86577159258351,0.6863345945128224,4.294495052292838,3.2906879898749843,3.2865371880484417,False,162.33647,15,1230
16,0,15,8,14,4.790800143880023,14.37240043164007,9.86577159258351,0.6864386808249888,3.8813858986197727,3.2892336573078444,3.2879915206155816,False,168.067416,15,1230
17,0,6,0,6,4.516856849489544,13.550570548468633,9.865771592583515,0.7280705677517364,4.29785008993375,3.286228256261925,3.2909969216615003,False,187.398679,15,1230
18,0,8,0,8,4.479674966806872,13.439024900420616,9.865771592583515,0.734113647804517,4.382390674012095,3.2893194048219025,3.287905773101523,False,165.62459,15,1230
19,0,13,1,13,4.8235281679396795,14.470584503819039,9.865771592583515,0.6817811395234081,4.751217317850375,3.2871254969618566,3.2900996809615672,False,168.510943,15,1230
20,0,3,0,3,4.418229033973211,13.254687101919632,9.865771592583512,0.7443232357521804,4.347987725789026,3.2899252274744035,3.287299950449022,False,175.390648,15,1230
