Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,0,32,15,20,4.232588040988432,12.697764122965296,9.865771592583512,0.7769691968635788,4.225067657318542,3.292568760443598,3.284656417479828,False,410.864404,15,1630,9671
2,0,11,2,9,4.589096251063707,13.76728875319112,9.86577159258351,0.7166096222320261,4.543964743147292,3.289864619507787,3.2873605584156396,False,390.64938,15,1670,9671
3,0,1,0,1,4.32312127901156,12.969363837034681,9.865771592583512,0.7606981897146949,4.272330776529634,3.2943670454779412,3.2828581324454844,False,220.998031,5,1130,9671
4,0,14,0,14,4.58330781305886,13.74992343917658,9.865771592583512,0.7175146564433763,3.9025327101047664,3.2943646077659423,3.2828605701574824,False,384.024674,15,1630,9671
5,0,11,0,11,4.5437049613203975,13.631114883961192,9.865771592583506,0.7237685014445803,4.12299037141609,3.289828125693307,3.287397052230119,False,402.531678,15,1670,9671
6,0,3,0,3,4.208097431046521,12.624292293139561,9.865771592583508,0.7814910621124386,4.4050953362870855,3.288640025472556,3.2885851524508674,False,232.534487,6,1180,9671
7,0,8,2,7,4.508028718025209,13.52408615407563,9.86577159258351,0.7294963578452474,3.978182443475039,3.302420070835819,3.274805107087607,False,389.371982,15,1670,9671
8,0,4,0,4,4.231163193419206,12.69348958025762,9.865771592583513,0.7772308418583256,4.288821484824374,3.288031998842068,3.2891931790813587,False,305.42714,9,1330,9671
9,0,6,0,6,4.378581158177035,13.135743474531104,9.865771592583512,0.7510630526328608,4.349305540048124,3.2821340564750447,3.2950911214483805,False,376.592027,15,1630,9671
10,0,9,0,9,4.644838855263914,13.934516565791743,9.865771592583512,0.708009606648521,4.458533768175103,3.2931118391866554,3.2841133387367702,False,363.859645,15,1630,9671
11,0,3,0,3,4.201414883969187,12.604244651907562,9.865771592583508,0.782734060235049,4.096173819946584,3.284077084659001,3.293148093264423,False,426.599805,15,1630,9671
12,0,7,0,7,4.203694577448393,12.611083732345179,9.865771592583508,0.7823095779849248,4.3478868491702025,3.286393282793966,3.290831895129459,False,247.095542,7,1230,9671
