Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,13,68,47,44,76.15860344344466,228.47581033033399,160.96469952783397,0.7045152801738995,71.19562086113635,153.2829321833097,153.75445615951796,True,33.941119,5,11690,3817
2,33,87,59,65,76.55203057570164,229.65609172710492,143.7516255314688,0.6259430109186285,65.22299191651172,137.4547343716789,136.73103490748625,True,29.635228,0,11680,3817
3,30,102,61,81,72.20668734716125,216.62006204148375,146.36223026253478,0.6756633198383339,62.79700775657139,138.08646017654215,141.06302681123788,True,25.336044,1,11610,3817
4,44,101,62,81,74.32087843292268,222.96263529876805,134.46150356331944,0.6030674304828796,68.90118168942143,127.56724618740272,128.72767570478203,True,26.214917,0,11680,3817
5,36,94,58,70,67.60990461713527,202.8297138514058,141.09055896673155,0.6956108958971134,72.68549989468465,134.8426557890061,134.37161427120006,True,29.357676,0,11680,3817
6,51,115,81,90,74.92729084174444,224.78187252523333,127.97043296974319,0.5693093999623018,62.42073583144856,123.00569398615326,121.48512650624528,True,32.392359,0,11680,3817
7,33,83,61,58,73.19208400183115,219.57625200549344,143.64720866829802,0.6542019337533105,62.95673342018897,134.69710071450137,139.44938640512558,True,43.496751,0,11560,3817
8,26,89,52,74,76.51795454520116,229.55386363560348,149.64212298060335,0.6518823974931959,69.25599808261683,137.29785124092913,148.31997086311483,True,44.719013,0,11560,3817
9,34,79,54,58,74.00837907777382,222.02513723332146,142.87728243687226,0.6435184962265132,66.15788574275471,135.85186727494192,136.70640223332697,True,43.162951,0,11560,3817
10,33,103,74,74,74.87187935473074,224.6156380641922,143.8517654411702,0.6404352193860128,71.244930694123,135.01542858606814,139.24479562085108,True,48.422346,0,11560,3817
11,37,97,63,80,71.63837732329954,214.9151319698986,140.44125339293112,0.6534730807721886,68.32319948671609,136.7667323578352,130.96398727739737,True,31.181599,1,11490,3817
12,30,95,55,75,70.9394817755555,212.8184453266665,146.30960473178976,0.6874855443437304,71.90889747551105,143.58888978681586,135.48812328563676,True,35.035365,0,11440,3817
13,27,77,47,58,74.51031859608125,223.53095578824374,148.83451675272963,0.6658340283469469,76.73069148960674,141.74676455566075,142.22773124576597,True,30.921274,2,11660,3817
14,24,84,56,60,76.7002078165649,230.1006234496947,151.20557387501526,0.6571280494947128,68.78495217614574,144.8927965002318,143.91111585103403,True,27.588346,0,11440,3817
15,31,86,57,62,75.3655891335872,226.09676740076162,145.5418361387892,0.6437148032320736,75.41728493036423,140.8098561417377,136.74397332250098,True,30.224089,0,11560,3817
16,52,97,76,68,74.01238797776165,222.03716393328494,127.49189611381152,0.5741916977111037,59.05406429730241,121.58827146289356,121.4728709732625,True,24.076571,8,11960,3817
17,53,117,80,85,77.66450890418355,232.99352671255065,126.43767946777696,0.5426660613784604,71.14314392991558,122.4173124978627,118.88088605630715,True,20.893984,0,11440,3817
18,39,108,73,72,72.1795645552403,216.53869366572093,138.48085915646462,0.6395201560153624,75.95248626157004,135.98157566325833,128.32095020377378,True,22.716756,1,11490,3817
19,23,72,45,54,68.95053575527034,206.85160726581103,152.3737372012081,0.7366330830845461,68.99899192932523,148.30148533954258,142.35685580997477,True,32.658339,0,11560,3817
20,34,91,57,70,71.74105699653505,215.22317098960514,142.84462126932047,0.6637046588084123,61.03252182895826,136.47009447319329,136.0404866977942,True,30.94591,0,11680,3817
1,76,19,2,17,123.18603269775147,369.55809809325444,106.52989387948733,0.2882629130010447,115.34039837690074,103.71695493944132,99.69485012828943,True,7.440696,15,830,3818
2,77,9,0,9,119.91739877083435,359.7521963125031,105.64809257217902,0.293669069028856,122.76896067223278,98.45489606185876,103.32388504568395,True,6.104502,15,830,3818
3,76,18,2,16,127.79795650698436,383.3938695209531,106.56346513112071,0.2779477545227072,113.43390992791701,108.41696246267556,95.04249174625141,True,6.749915,15,830,3818
4,76,8,0,8,121.81430426742116,365.4429128022635,106.27573826796139,0.2908135157226755,119.32987359389418,103.72047148407972,99.58762112395696,True,7.053948,15,830,3818
5,76,16,1,16,120.4237125569179,361.2711376707537,106.36860697047679,0.2944287430661465,116.95448406104717,101.11712517654416,102.23057090740248,True,7.125729,15,830,3818
6,77,11,0,11,121.31159436340758,363.9347830902227,105.89410389398454,0.2909700001599804,118.9732447192985,102.1693421379374,99.79523086923076,True,6.861333,15,830,3818
7,77,10,0,10,123.39004768284697,370.1701430485409,105.9494799180281,0.2862183293484445,116.5294964631837,103.82653462701123,98.19889211084593,True,6.932458,15,830,3818
8,76,15,0,15,118.20360385790379,354.6108115737114,106.38528208054741,0.3000057488614771,119.04387788142299,97.43530700486649,105.94257326190221,True,6.867196,15,830,3818
