Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics)
1,0,2,0,2,5.39007006014771,16.170210180443128,11.817687831975531,0.7308308117273761,5.378022281473676,3.966745354161028,3.9338362579419193,False,7.772,3,250
2,0,0,0,0,5.457534359468917,16.37260307840675,11.817687831975528,0.7217965142978064,5.533988383656804,3.932733407319202,3.967848204783743,False,6.067001,3,250
3,0,5,0,5,5.425806173492974,16.277418520478925,11.81768783197553,0.7260173237609806,5.554329083638489,3.9129153209157237,3.9876662911872245,False,6.044997,3,250
4,0,2,0,2,5.564723471967624,16.69417041590287,11.81768783197553,0.7078930870813441,5.518120772021612,3.977968150965825,3.9226134611371206,False,5.789,3,250
5,0,2,0,2,5.373529073571126,16.120587220713375,11.817687831975523,0.7330804808891175,5.2961607925522936,3.988616645942901,3.9119649661600473,False,9.042974,4,300
6,0,1,0,1,5.525020450796029,16.57506135238809,11.817687831975531,0.7129800355322891,5.5229468084815165,3.953600920233177,3.9469806918697694,False,8.928,4,300
7,0,4,0,4,5.57015657746523,16.71046973239569,11.81768783197553,0.7072026113703562,5.52301632276312,4.00499122052799,3.895590391574957,False,5.449,3,250
8,0,1,0,1,5.451103067188607,16.35330920156582,11.817687831975526,0.7226481005351497,5.527311217410125,3.965970999683445,3.9346106124195015,False,5.900001,3,250
9,0,5,0,5,5.65858958773343,16.97576876320029,11.817687831975528,0.6961503774482167,5.590826390835869,3.969279329418933,3.931302282684015,False,5.845,3,250
10,0,4,0,4,5.524093594759569,16.572280784278707,11.817687831975528,0.7130996623703345,5.598152005370462,3.898251406065769,4.002330206037178,False,5.745001,3,250
11,0,4,0,4,5.401267866671726,16.203803600015178,11.817687831975528,0.7293156670921671,5.403222724753661,3.9401286053846056,3.960453006718341,False,5.752999,3,250
12,0,3,0,3,5.65636566358466,16.969096990753982,11.817687831975524,0.6964240842287998,5.573098609249706,4.004367665631535,3.896213946471416,False,5.955001,3,250
13,0,3,0,3,5.588736358353421,16.76620907506026,11.81768783197553,0.7048515128893593,5.472816894270004,4.0080237621953225,3.892557849907624,False,5.871,3,250
14,0,4,0,4,5.558470329526707,16.675410988580122,11.817687831975539,0.7086894493976001,5.538655458946641,3.9460555852085433,3.9545260268944022,False,5.60801,3,250
15,0,0,0,0,5.294711190770946,15.884133572312837,11.817687831975533,0.7439932293552728,5.341940079213237,3.9459555970133997,3.954626015089546,False,6.138001,3,250
16,0,1,0,1,5.437454977638936,16.312364932916807,11.817687831975524,0.7244619575748057,5.407794134377525,3.970152439193646,3.9304291729093026,False,5.741,3,250
17,0,3,0,3,5.437775809435048,16.313327428305143,11.817687831975531,0.7244192139165148,5.408216398362688,3.968549439175132,3.9320321729278156,False,8.855,4,300
18,0,1,0,1,5.55319269501987,16.65957808505961,11.81768783197553,0.7093629725577317,5.389506450949304,4.040550965807189,3.8600306462957574,False,5.873001,3,250
19,0,2,0,2,5.568771410327353,16.70631423098206,11.817687831975531,0.7073785197969932,5.498798492243428,3.948800213380171,3.951781398722776,False,5.88,3,250
20,0,4,0,4,5.425830666632564,16.27749199989769,11.817687831975533,0.7260140463930076,5.414427892313529,3.9879658584369335,3.9126157536660138,False,5.730002,3,250
