Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
1,184,189,185,133,16.86965976587776,50.60897929763328,13.673863321805221,0.2701865066550488,13.924309125330565,15.008099115190813,11.21222617042211,True,67.375497,15,4630,8661
2,184,190,185,110,17.873803337390367,53.6214100121711,13.653319664403577,0.2546244058353654,16.907012896433763,13.174825409128474,13.013636040868906,True,70.907604,15,4630,8661
3,185,188,179,123,18.331697201271194,54.99509160381358,12.798190701997877,0.232715144729578,17.39687639930227,10.86888572474979,13.675967800972593,True,69.246265,15,4590,8661
4,186,186,178,117,16.486744379433105,49.460233138299316,11.984184360573282,0.24229939084725788,16.369637010421066,12.097458649393689,10.845363837576873,True,73.135881,15,4590,8661
5,188,183,178,133,16.574709233615245,49.724127700845735,10.307536067372682,0.20729445731830035,13.306911495209702,10.797701860180991,8.908243038672678,True,72.371348,15,4630,8661
6,184,190,179,116,19.005410067697266,57.016230203091794,13.82447037439319,0.2424655282390721,17.28629390791074,12.366701024332045,13.957167598684958,True,73.72714,15,4630,8661
7,187,189,184,116,17.042867897891497,51.12860369367449,11.151801408341484,0.21811277059618114,15.605001298571217,10.523811059583888,10.805413147237253,True,71.214078,15,4670,8661
8,186,188,183,122,16.712946823069373,50.13884046920812,12.02775797763516,0.2398890334335074,14.982697730298659,9.448585396092765,13.538661213529998,True,71.182439,15,4630,8661
9,186,186,182,119,15.85142547830869,47.55427643492607,12.117643615313828,0.25481711685584746,15.593794357244175,9.953647045992987,13.061679973169234,True,70.847927,15,4630,8661
10,186,190,184,115,19.00512959633425,57.01538878900275,12.060364242970865,0.21152822946806063,15.766686406485245,12.249853873964089,10.732416580168925,True,71.252815,15,4670,8661
11,186,189,182,132,14.778316030816557,44.33494809244967,11.991051227787446,0.2704649885409372,16.762448878028376,10.995845875903667,11.959651881177532,True,72.262499,15,4710,8661
12,186,189,181,124,16.269435342616095,48.80830602784829,12.019848138645218,0.24626644759576616,13.193204612836638,12.853985855748682,10.099977337999517,True,70.843024,15,4630,8661
13,183,191,183,127,18.461573832142186,55.38472149642656,14.520087579394106,0.2621677456720794,16.679860079305453,14.622035941277982,13.238346010232062,True,71.802504,15,4630,8661
14,186,187,180,128,16.197639973726474,48.59291992117942,12.014042030396924,0.24723852877918034,15.985086504286725,12.61456451197698,10.335975927415646,True,69.841898,15,4630,8661
15,187,188,185,126,14.748933015018821,44.24679904505646,10.980140890381302,0.2481567283364439,15.786777345784737,10.365472523345446,10.825572564114392,True,69.179532,15,4630,8661
16,185,193,185,122,18.34564227536807,55.036926826104214,12.842427769118643,0.23334202161570244,16.144209715188794,11.236196909833463,13.333382437363706,True,71.658403,15,4590,8661
17,188,189,182,114,15.337541814004492,46.01262544201347,10.397944877507264,0.22598025601931962,17.306565546147162,9.73940841360778,10.027430953227878,True,72.436491,15,4670,8661
18,185,190,182,122,15.910566785628692,47.73170035688608,13.060606604805523,0.27362542099176057,17.375467198043644,14.449403253693939,10.288227717392303,True,71.456398,15,4630,8661
19,185,192,185,124,14.952446088828593,44.857338266485776,12.75388692885588,0.284321081493698,18.96473017246594,11.717232462721217,12.809476878710338,True,70.084836,15,4670,8661
20,184,190,188,126,18.209530954447633,54.6285928633429,13.903091979072064,0.2545021068701437,18.195264444246725,15.250582753608718,11.107854891512849,True,74.834281,15,4630,8661
1,31,74,49,53,75.28712028249686,225.86136084749057,145.46743605787867,0.6440563162820193,74.06813978212463,131.31380520220955,146.13947369566603,True,38.483837,7,11910,8662
2,23,75,45,52,77.86726856831457,233.60180570494373,152.21571113402058,0.6516033156279631,77.53305802629481,145.58633391888898,144.9324378543189,True,38.804958,7,11910,8662
3,23,88,53,70,76.6680213613521,230.00406408405632,152.3373755894198,0.6623247123744179,56.9487987007776,145.7059515052183,144.9337808262729,True,41.63471,0,11680,8662
4,26,78,49,55,69.21207727675835,207.63623183027505,149.47991253061994,0.7199124700587277,74.12695797282122,146.70390741204014,138.79774142303506,True,43.367299,0,11560,8662
5,41,114,83,76,75.63952461085545,226.91857383256632,136.74218103762752,0.6026046203627378,70.57738388699761,130.37194499838088,130.5818290349561,True,31.197446,0,11680,8662
6,33,107,64,76,72.84939896791136,218.54819690373407,143.4964390066099,0.6565894436082541,61.48884781189858,136.7447286964767,137.28642174809036,True,35.784826,4,11760,8662
7,32,84,55,66,61.80847551080853,185.42542653242558,144.38141437503714,0.7786494930876644,66.22761716551433,138.46693954537028,137.1924678133031,True,45.13428,0,11560,8662
8,34,102,72,68,72.15589581761724,216.4676874528517,142.74183427170738,0.6594140490496885,66.59232845749509,134.5693608491233,137.91013304304334,True,35.226199,0,11680,8662
9,23,77,52,56,77.28763620130889,231.86290860392666,152.3243556141439,0.656958702585534,74.41795429747592,140.6134252632483,149.9841624537708,True,38.106967,0,11680,8662
10,40,88,55,67,74.72080972295566,224.162429168867,137.52200611786728,0.6134926652417235,70.36480277981018,124.00782890500187,138.5876194545459,True,38.119555,0,11560,8662
11,29,88,57,64,67.28097592811035,201.84292778433104,147.23682377356846,0.7294623863705091,68.39089415097361,141.06996601818003,139.7005762262765,True,38.684121,0,11560,8662
12,24,91,55,60,72.48822683658454,217.46468050975363,151.41889039967083,0.6962918762013837,74.42809372810068,147.46049269773405,141.4643610112891,True,43.49107,11,12230,8662
13,36,70,41,57,72.87888991817128,218.63666975451383,141.35983612034485,0.6465513597470373,75.95892918751358,137.57885693575554,131.80793130618713,True,34.670165,0,11680,8662
