Iteration,Out Of Box,Front Area,Gross Volume,Net Volume,Deflation Factor
1,0,3.582948610163437,7.6920996406071716,10.74884583049031,0.715620984979398
2,0,3.4118727269346185,7.692099640607174,10.235618180803856,0.7515031827811961
3,0,4.125547654959698,7.692099640607174,12.376642964879094,0.621501295822693
4,0,3.4587985784778397,7.692099640607178,10.376395735433519,0.7413074671333174
5,1,3.5539204459866776,7.578287146931531,10.661761337960034,0.7107912948632483
6,0,3.6876724095745343,7.692099640607174,11.063017228723602,0.6952985321794217
7,0,3.718464931050568,7.692099640607174,11.155394793151704,0.6895407812307417
8,0,3.5685755891277644,7.692099640607175,10.705726767383293,0.7185032653777775
9,1,3.6046427356777144,7.606293552040433,10.813928207033143,0.7033793276982795
10,11,3.2779150184304564,6.74041769408321,9.83374505529137,0.68543750688923
11,0,3.5865746570634265,7.692099640607177,10.75972397119028,0.7148974881886537
12,0,3.4604858223943653,7.692099640607173,10.381457467183097,0.7409460246716539
13,0,3.5054603542566802,7.692099640607177,10.51638106277004,0.7314397980345778
14,8,2.8524534594205115,6.9076350330074705,8.557360378261535,0.8072156281456954
15,0,3.4411717357884637,7.692099640607174,10.323515207365391,0.745104694098691
16,0,3.7830503725531344,7.692099640607177,11.349151117659403,0.6777687212780333
17,0,3.5901449452015513,7.692099640607175,10.770434835604654,0.7141865447417973
18,0,3.5080276631128804,7.692099640607176,10.524082989338641,0.730904502406491
19,0,3.6875819466994235,7.692099640607174,11.06274584009827,0.6953155890761065
20,0,3.5405383634449823,7.692099640607174,10.621615090334947,0.7241930323389838
21,0,3.431206025916457,7.692099640607175,10.293618077749372,0.7472688011647115
22,0,3.575002573675993,7.692099640607173,10.725007721027978,0.717211571374971
23,0,3.8112339341309664,7.692099640607176,11.4337018023929,0.6727567128781806
24,0,3.4615831012955196,7.692099640607174,10.384749303886558,0.7407111539734866
25,0,3.5463999793357854,7.692099640607172,10.639199938007357,0.7229960603642763
26,2,3.3070701540451024,7.504949405293594,9.921210462135306,0.7564550146311815
27,0,3.4246020309328333,7.6920996406071716,10.2738060927985,0.7487098326684407
28,0,3.498788245250074,7.692099640607174,10.496364735750221,0.7328346369679946
29,1,3.3009449398825943,7.619701219772338,9.902834819647783,0.7694464624063426
30,2,3.288819466816795,7.511262575478053,9.866458400450385,0.7612926817930108
31,0,3.4465957362503765,7.692099640607175,10.33978720875113,0.7439321027899809
32,0,3.9170782509574873,7.692099640607175,11.751234752872461,0.6545779913661349
33,0,3.4003507622824833,7.692099640607178,10.20105228684745,0.7540496239319205
34,0,3.584634459786789,7.692099640607177,10.753903379360366,0.7152844292213361
35,0,3.548348342277732,7.692099640607175,10.645045026833197,0.7225990703860371
36,0,3.7733328760776104,7.692099640607177,11.319998628232831,0.679514184871239
37,0,3.5121350435159684,7.692099640607172,10.536405130547905,0.730049722395894
38,0,3.9487795358512496,7.692099640607176,11.846338607553749,0.649322959222384
39,0,3.4478512904498992,7.692099640607178,10.343553871349698,0.7436611957823602
40,0,3.488257810066556,7.692099640607174,10.464773430199667,0.7350469355035438
41,0,3.5929011226459373,7.692099640607173,10.778703367937812,0.7136386797217178
42,0,3.503332503368386,7.692099640607173,10.509997510105158,0.7318840592694117
43,0,3.6142358944522286,7.692099640607173,10.842707683356686,0.7094260829713573
44,2,3.689506209166044,7.528996904319844,11.068518627498133,0.6802172140375805
45,0,3.463047493292338,7.692099640607175,10.389142479877014,0.740397935200734
46,0,3.575561517003046,7.692099640607176,10.72668455100914,0.7170994545452092
47,0,3.4860810454097946,7.692099640607175,10.458243136229385,0.7355059105444057
48,0,3.473629568276242,7.692099640607176,10.420888704828727,0.7381423848277823
49,0,3.649148266556165,7.692099640607174,10.947444799668496,0.702638814935162
50,0,3.4650750009488056,7.692099640607174,10.395225002846416,0.739964708652379
51,2,3.7676726405814773,7.512102462191568,11.303017921744432,0.6646103292236664
52,0,3.599471504407094,7.692099640607174,10.798414513221282,0.7123360222178153
53,0,3.465678613842261,7.692099640607174,10.397035841526783,0.7398358299280043
54,0,3.4419938312764975,7.692099640607173,10.325981493829492,0.7449267311977801
55,0,3.4662398429745824,7.692099640607173,10.398719528923747,0.73971604092329
56,0,3.4367295589269418,7.692099640607175,10.310188676780825,0.7460677861240554
57,0,3.502919481149881,7.692099640607176,10.508758443449643,0.7319703542526322
58,0,3.1429792728523935,7.692099640607172,9.42893781855718,0.815797048260121
59,0,3.5326210884609455,7.692099640607176,10.597863265382836,0.7258160865061234
60,1,3.7724474987002807,7.593663980140515,11.317342496100842,0.6709758923313274
61,0,3.507247053638026,7.692099640607175,10.521741160914079,0.7310671801337985
62,0,3.55202909078797,7.692099640607176,10.65608727236391,0.721850285569291
63,0,3.5831183290109694,7.692099640607175,10.749354987032909,0.7155870887031136
64,2,4.019228191088163,7.489534657587035,12.057684573264488,0.6211420287269402
65,0,3.7482806166720475,7.692099640607173,11.244841850016142,0.6840558313940299
66,0,3.491059843220666,7.692099640607174,10.473179529661998,0.7344569639832597
67,0,3.8067821345853408,7.692099640607174,11.420346403756023,0.6735434608250875
68,0,3.647562810404615,7.692099640607173,10.942688431213845,0.7029442251746455
69,0,3.8244220114750664,7.692099640607175,11.4732660344252,0.6704367890997432
70,0,3.480966044860921,7.692099640607178,10.442898134582764,0.7365866775176112
71,0,3.4125558941926792,7.692099640607173,10.237667682578039,0.7513527376647722
72,0,3.6201473645889637,7.692099640607175,10.860442093766892,0.7082676353499351
73,0,3.4118693237435185,7.692099640607172,10.235607971230555,0.7515039323729009
74,0,3.5427935379796494,7.692099640607178,10.628380613938948,0.7237320453615591
75,0,3.618431396945084,7.692099640607174,10.855294190835252,0.7086035168997398
76,0,3.478564552369755,7.692099640607175,10.435693657109265,0.7370951939900008
77,0,3.6605759136755385,7.6920996406071716,10.981727741026615,0.7004453053293491
78,0,3.576372365459968,7.692099640607173,10.729117096379905,0.7169368710872354
79,0,3.5440478879657826,7.692099640607172,10.632143663897349,0.7234758938337684
80,0,3.4828291561535467,7.692099640607173,10.448487468460641,0.7361926464309995
81,0,3.5622616853511815,7.692099640607173,10.686785056053544,0.7197767710551989
82,0,3.565304306107814,7.692099640607174,10.695912918323442,0.7191625155651409
83,0,3.497495071492035,7.692099640607175,10.492485214476105,0.7331055973273769
84,0,3.47792554261404,7.692099640607176,10.43377662784212,0.737230622714417
85,1,3.9482934875910454,7.598939594020211,11.844880462773137,0.6415378878581894
86,0,3.6048394490449542,7.692099640607177,10.814518347134863,0.7112752869521072
87,2,3.4235363275016324,7.510862129264661,10.270608982504896,0.7312966681974528
88,0,3.5674282823269667,7.692099640607175,10.7022848469809,0.7187343404317169
89,0,3.444746726199645,7.692099640607173,10.334240178598936,0.7443314174695357
90,0,3.5145543159077888,7.692099640607175,10.543662947723366,0.7295471866604089
91,0,3.4792472875720977,7.692099640607173,10.437741862716294,0.7369505532689423
92,0,3.508453599218708,7.692099640607173,10.525360797656123,0.7308157685501969
93,0,3.4477307345816284,7.692099640607176,10.343192203744884,0.7436871991822944
94,0,3.5059760568356815,7.692099640607176,10.517928170507044,0.7313322087686741
95,0,3.5275332812927016,7.692099640607172,10.582599843878105,0.7268629404953785
96,0,3.4534611072533057,7.692099640607175,10.360383321759917,0.7424531893961351
97,0,3.5476137008029305,7.692099640607172,10.642841102408791,0.722748706533467
98,2,4.2479935734835905,7.495362506579426,12.743980720450772,0.5881492346069953
99,0,3.4923272989369973,7.692099640607174,10.476981896810992,0.7341904105941534
100,0,3.516312653476775,7.692099640607174,10.548937960430326,0.7291823754638318
101,0,3.505640574887453,7.692099640607174,10.516921724662359,0.7314021956224197
102,0,4.259278338935879,7.692099640607176,12.777835016807636,0.6019877100063654
103,0,4.248101444054766,7.692099640607172,12.7443043321643,0.6035715595078592
104,0,3.757184351403941,7.692099640607176,11.271553054211823,0.6824347633029045
105,0,3.4251716025821723,7.692099640607173,10.275514807746518,0.748585329740194
106,0,3.8769455744925914,7.692099640607175,11.630836723477774,0.661353935532433
107,1,3.8442101290921364,7.6088382261817795,11.53263038727641,0.6597660698964543
108,0,4.359041368494743,7.692099640607174,13.077124105484227,0.5882103418580615
109,0,3.4588295488505185,7.692099640607173,10.376488646551556,0.7413008294634917
110,0,4.269198335881082,7.692099640607174,12.807595007643247,0.6005889189981979
111,0,3.509552902680319,7.692099640607175,10.528658708040957,0.7305868538347204
112,0,3.5003889714569416,7.692099640607174,10.501166914370824,0.732499512038091
113,0,3.425784400500565,7.692099640607172,10.277353201501695,0.7484514241938505
114,0,3.4891455124520765,7.692099640607173,10.46743653735623,0.734859926129533
115,0,3.411364968537389,7.692099640607177,10.234094905612167,0.7516150389018756
116,0,3.4661337594001487,7.692099640607175,10.398401278200446,0.7397386804770796
117,1,3.9361427808194875,7.601509065282988,11.808428342458463,0.6437358846435941
118,0,4.408598668144063,7.692099640607175,13.22579600443219,0.5815982371140022
119,0,3.4402734148659784,7.692099640607174,10.320820244597936,0.7452992551278401
120,0,3.41508890425066,7.692099640607173,10.245266712751981,0.7507954508429775
121,0,3.6207554296388165,7.692099640607173,10.86226628891645,0.7081486897864008
122,0,3.5448662017504873,7.692099640607172,10.634598605251462,0.7233088832152765
123,0,3.2973175957469274,7.692099640607175,9.891952787240783,0.7776118432883034
124,0,3.561592394981437,7.692099640607175,10.684777184944311,0.7199120306828622
125,0,3.6425975457808346,7.692099640607174,10.927792637342504,0.7039024161495978
126,0,3.439090875631547,7.692099640607172,10.317272626894642,0.7455555279750701
127,0,4.389151544285291,7.692099640607175,13.167454632855872,0.5841751390138525
128,0,3.4148076622322776,7.6920996406071716,10.244422986696833,0.750857286017568
129,0,3.5011754409834497,7.692099640607174,10.50352632295035,0.732334970570772
130,0,3.4102543044291496,7.692099640607174,10.23076291328745,0.7518598276397231
131,0,3.476234213334587,7.692099640607176,10.428702640003761,0.7375893153862523
132,0,4.321294702272903,7.692099640607174,12.963884106818709,0.5933483805645334
133,0,3.4275302268649916,7.692099640607174,10.282590680594975,0.7480701974380343
134,0,3.417690703732163,7.692099640607176,10.25307211119649,0.7502238896971476
135,0,3.5722784478275202,7.692099640607176,10.716835343482561,0.7177584981078508
136,0,3.5141942697720885,7.692099640607173,10.542582809316265,0.7296219322849257
137,0,3.5455243717529643,7.692099640607173,10.636573115258892,0.7231746124672739
138,0,3.496900429754059,7.692099640607176,10.490701289262176,0.7332302606385784
139,0,3.5122004859748,7.692099640607175,10.5366014579244,0.7300361194569125
140,0,3.1930732942287374,7.692099640607175,9.579219882686212,0.8029985463127453
141,1,3.855723448994751,7.614139191903979,11.567170346984252,0.6582542630133487
142,0,3.4560787442921193,7.692099640607172,10.368236232876358,0.7418908547064643
143,3,3.668010900248963,7.3527012042284134,11.00403270074689,0.668182420407507
144,0,3.837593215593464,7.692099640607172,11.512779646780391,0.6681357479779706
145,0,3.468767966403136,7.692099640607175,10.406303899209409,0.7391769176750221
146,5,2.9286275813615767,7.1762474505956355,8.78588274408473,0.8167929916236574
147,0,3.5035896197781224,7.692099640607174,10.510768859334368,0.7318303488118284
148,0,3.647207276307833,7.692099640607173,10.941621828923498,0.7030127490125445
149,0,3.383946706493042,7.692099640607172,10.151840119479127,0.757704962851783
150,1,2.7260229549374793,7.597912209455175,8.178068864812438,0.9290594558510643
151,0,3.5293882825002347,7.692099640607175,10.588164847500703,0.7264809106577961
152,0,3.8611683597970377,7.692099640607175,11.583505079391113,0.6640563100621967
153,0,3.602458494186884,7.692099640607175,10.807375482560651,0.7117453865667526
154,0,3.4907997838970584,7.692099640607173,10.472399351691175,0.7345116799203217
155,3,3.787941926474163,7.383691781084304,11.36382577942249,0.6497540462521543
